session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,420.0,0,520.2415,16,5,0.8073,26.25,84.0,12,10,2,11,12,2,55.87
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,ward,Kusugu,North West,Katsina,Daura,Kusugu,,500.0,0,683.9539,18,11,0.731,27.7778,45.4545,14,12,5,12,13,2,55.87
2024/2025,Female,ALL,Private,JSS,JSS2,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,472.0,0,643.9353,17,10,0.733,27.7647,47.2,13,11,4,12,13,2,55.87
2024/2025,Female,ALL,Private,JSS,JSS3,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,457.0,0,625.7451,17,10,0.7303,26.8824,45.7,13,11,4,12,13,2,55.87
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Kusugu,North West,Katsina,Daura,Kusugu,,3195.0,0,1924.5298,59,21,1.6601,54.1525,152.1429,45,38,9,40,44,6,55.87
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,3070.0,0,1848.1307,57,21,1.6611,53.8596,146.1905,43,37,9,39,43,5,55.87
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,2980.0,0,1793.5599,55,20,1.6615,54.1818,149.0,42,36,9,37,41,5,55.87
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,2891.0,0,1738.9892,54,19,1.6625,53.537,152.1579,41,35,8,37,40,5,55.87
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,2908.0,0,1749.9033,54,19,1.6618,53.8519,153.0526,41,35,8,37,40,5,55.87
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,2908.0,0,1749.9033,54,20,1.6618,53.8519,145.4,41,35,9,37,40,5,55.87
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,ward,Kusugu,North West,Katsina,Daura,Kusugu,,270.0,525,502.0513,13,10,0.5378,20.7692,27.0,10,8,4,9,10,1,55.87
2024/2025,Female,ALL,Private,SSS,SSS2,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,248.0,481,462.0327,12,9,0.5368,20.6667,27.5556,9,8,4,8,9,1,55.87
2024/2025,Female,ALL,Private,SSS,SSS3,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,233.0,452,432.9283,11,8,0.5382,21.1818,29.125,8,7,3,7,8,1,55.87
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,10.0,0,65.4849,2,2,0.1527,5.0,5.0,2,1,1,1,1,0,55.87
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,1490.0,0,1088.5328,58,18,1.3688,25.6897,82.7778,44,38,8,39,43,6,55.87
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,ward,Kusugu,North West,Katsina,Daura,Kusugu,,1773.0,0,642.7527,65,37,2.7584,27.2769,47.9189,49,42,16,44,48,6,55.87
2024/2025,Female,ALL,Public,JSS,JSS2,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,1672.0,0,604.7405,62,35,2.7648,26.9677,47.7714,47,40,15,42,46,6,55.87
2024/2025,Female,ALL,Public,JSS,JSS3,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,1621.0,0,587.4622,60,34,2.7593,27.0167,47.6765,45,39,15,41,45,6,55.87
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Kusugu,North West,Katsina,Daura,Kusugu,,11329.0,0,1841.8667,210,76,6.1508,53.9476,149.0658,159,136,33,143,157,20,55.87
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,10883.0,0,1769.2978,201,73,6.151,54.1443,149.0822,152,130,31,136,150,19,55.87
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,10566.0,0,1717.4629,195,71,6.1521,54.1846,148.8169,147,126,30,132,145,19,55.87
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,10248.0,0,1665.628,190,69,6.1526,53.9368,148.5217,144,123,30,129,142,18,55.87
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,10311.0,0,1675.995,191,69,6.1522,53.9843,149.4348,144,124,30,130,142,18,55.87
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,10311.0,0,1675.995,191,69,6.1522,53.9843,149.4348,144,124,30,130,142,18,55.87
