session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Buratai,North East,Borno,Biu,Buratai,,529.0,0,472.9468,8,2,1.1185,66.125,264.5,4,4,2,3,3,3,52.57
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,ward,Buratai,North East,Borno,Biu,Buratai,,425.0,0,633.0212,9,5,0.6714,47.2222,85.0,5,5,5,3,4,3,52.57
2024/2025,Female,ALL,Private,JSS,JSS2,,ward,Buratai,North East,Borno,Biu,Buratai,,401.0,0,596.6406,8,5,0.6721,50.125,80.2,4,4,5,3,3,3,52.57
2024/2025,Female,ALL,Private,JSS,JSS3,,ward,Buratai,North East,Borno,Biu,Buratai,,388.0,0,578.4504,8,5,0.6708,48.5,77.6,4,4,5,3,3,3,52.57
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Buratai,North East,Borno,Biu,Buratai,,968.0,0,1775.3697,28,10,0.5452,34.5714,96.8,14,15,10,9,12,9,52.57
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Buratai,North East,Borno,Biu,Buratai,,930.0,0,1706.2467,26,10,0.5451,35.7692,93.0,13,14,10,9,11,9,52.57
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Buratai,North East,Borno,Biu,Buratai,,902.0,0,1655.3139,26,10,0.5449,34.6923,90.2,13,14,10,9,11,9,52.57
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Buratai,North East,Borno,Biu,Buratai,,876.0,0,1608.0193,25,9,0.5448,35.04,97.3333,13,14,9,8,11,8,52.57
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Buratai,North East,Borno,Biu,Buratai,,880.0,0,1615.2954,25,9,0.5448,35.2,97.7778,13,14,9,8,11,8,52.57
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Buratai,North East,Borno,Biu,Buratai,,880.0,0,1615.2954,25,9,0.5448,35.2,97.7778,13,14,9,8,11,8,52.57
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,ward,Buratai,North East,Borno,Biu,Buratai,,297.0,245,462.0327,6,4,0.6428,49.5,74.25,3,3,4,2,3,2,52.57
