session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,116,0,0.4603,4,1,252.0096,29.0,116.0,2,1,0,1,0,1,14.4
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,460,0,1.8254,11,6,251.9996,41.8182,76.6667,3,2,4,7,0,5,14.4
2024/2025,Female,ALL,Private,JSS,JSS2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,434,0,1.7222,10,6,252.0033,43.4,72.3333,3,3,3,3,0,3,14.4
2024/2025,Female,ALL,Private,JSS,JSS3,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,421,0,1.6706,10,6,252.0053,42.1,70.1667,4,3,5,7,0,3,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,1307,0,5.1875,34,13,251.9518,38.4412,100.5385,15,5,10,16,1,9,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,1256,0,4.9835,33,12,252.0317,38.0606,104.6667,16,8,5,20,0,7,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,1219,0,4.8377,32,12,251.9792,38.0938,101.5833,13,5,5,10,0,15,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,1182,0,4.692,31,11,251.9182,38.129,107.4545,13,6,8,20,0,11,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,1190,0,4.7212,31,11,252.0546,38.3871,108.1818,11,5,5,21,1,11,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,1190,0,4.7212,31,11,252.0546,38.3871,108.1818,16,8,5,15,1,8,14.4
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,381,381,1.5119,9,7,252.0008,42.3333,54.4286,3,3,6,4,0,4,14.4
2024/2025,Female,ALL,Private,SSS,SSS2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,349,349,1.3849,9,6,252.0038,38.7778,58.1667,4,3,5,7,0,2,14.4
2024/2025,Female,ALL,Private,SSS,SSS3,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,328,328,1.3016,8,6,251.9975,41.0,54.6667,4,1,4,5,0,4,14.4
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,32,0,0.127,1,1,251.9685,32.0,32.0,1,1,1,1,0,0,14.4
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,247,0,0.7373,8,2,335.0061,30.875,123.5,5,2,2,5,0,3,14.4
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,979,0,2.9224,23,13,334.9986,42.5652,75.3077,5,7,6,16,0,6,14.4
2024/2025,Female,ALL,Public,JSS,JSS2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,923,0,2.7552,21,12,335.0029,43.9524,76.9167,9,5,7,13,0,7,14.4
2024/2025,Female,ALL,Public,JSS,JSS3,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,895,0,2.6716,21,12,335.0052,42.619,74.5833,8,7,5,7,1,8,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,2780,0,8.298,73,27,335.0205,38.0822,102.963,37,11,15,30,2,20,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,2671,0,7.9717,70,26,335.0603,38.1571,102.7308,29,15,21,43,2,30,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,2592,0,7.7386,68,25,334.9443,38.1176,103.68,35,18,22,26,2,29,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,2514,0,7.5055,66,24,334.9544,38.0909,104.75,31,19,18,38,1,32,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,2530,0,7.5521,67,24,335.0062,37.7612,105.4167,28,15,20,50,1,20,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,2530,0,7.5521,66,24,335.0062,38.3333,105.4167,22,22,21,26,1,17,14.4
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,811,811,2.4209,20,15,334.9994,40.55,54.0667,9,3,13,13,0,4,14.4
2024/2025,Female,ALL,Public,SSS,SSS2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,743,743,2.2179,18,14,335.0016,41.2778,53.0714,7,3,8,10,0,7,14.4
2024/2025,Female,ALL,Public,SSS,SSS3,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,698,698,2.0836,17,13,334.9971,41.0588,53.6923,9,5,6,5,1,7,14.4
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,69,0,0.206,2,2,334.9515,34.5,34.5,1,1,1,2,0,1,14.4
2024/2025,Male,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,136,0,0.5397,4,1,251.9918,34.0,136.0,2,1,0,1,0,1,14.4
2024/2025,Male,ALL,Private,JSS,JSS1,JSS1,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,400,0,1.5873,9,5,252.0003,44.4444,80.0,3,2,4,7,0,5,14.4
2024/2025,Male,ALL,Private,JSS,JSS2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,377,0,1.496,9,5,252.0053,41.8889,75.4,3,3,3,3,0,3,14.4
2024/2025,Male,ALL,Private,JSS,JSS3,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,365,0,1.4484,8,5,252.0022,45.625,73.0,4,3,5,7,0,3,14.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,1193,0,4.7332,32,11,252.0494,37.2812,108.4545,15,5,10,16,1,9,14.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,1146,0,4.5471,30,11,252.0288,38.2,104.1818,16,8,5,20,0,7,14.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,1112,0,4.4141,29,11,251.92,38.3448,101.0909,13,5,5,10,0,15,14.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,1079,0,4.2812,29,10,252.0321,37.2069,107.9,13,6,8,20,0,11,14.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,1086,0,4.3078,29,10,252.1008,37.4483,108.6,11,5,5,21,1,11,14.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,1085,0,4.3078,29,10,251.8687,37.4138,108.5,16,8,5,15,1,8,14.4
2024/2025,Male,ALL,Private,SSS,SSS1,SSS1,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,363,363,1.4405,9,7,251.9958,40.3333,51.8571,3,3,6,4,0,4,14.4
2024/2025,Male,ALL,Private,SSS,SSS2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,333,333,1.3214,8,6,252.0054,41.625,55.5,4,3,5,7,0,2,14.4
2024/2025,Male,ALL,Private,SSS,SSS3,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,313,313,1.2421,8,6,251.9926,39.125,52.1667,4,1,4,5,0,4,14.4
2024/2025,Male,ALL,Private,Vocational,Tech/Voc,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,52,0,0.2063,2,1,252.0601,26.0,52.0,1,1,1,1,0,0,14.4
2024/2025,Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,289,0,0.8627,9,3,334.9948,32.1111,96.3333,5,2,2,5,0,3,14.4
2024/2025,Male,ALL,Public,JSS,JSS1,JSS1,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,851,0,2.5403,20,11,334.9998,42.55,77.3636,5,7,6,16,0,6,14.4
2024/2025,Male,ALL,Public,JSS,JSS2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,802,0,2.394,19,11,335.0042,42.2105,72.9091,9,5,7,13,0,7,14.4
2024/2025,Male,ALL,Public,JSS,JSS3,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,778,0,2.3224,18,10,334.9983,43.2222,77.8,8,7,5,7,1,8,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,2535,0,7.5674,66,24,334.9896,38.4091,105.625,37,11,15,30,2,20,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,2436,0,7.2698,64,24,335.0849,38.0625,101.5,29,15,21,43,2,30,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 3,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,2364,0,7.0572,62,23,334.977,38.129,102.7826,35,18,22,26,2,29,14.4
