session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,0.0,0,669.4017,19,6,0.0,0.0,0.0,7,5,5,5,4,13,41.25
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,1711.0,0,891.3229,55,32,1.9196,31.1091,53.4688,19,13,24,15,11,36,41.25
2024/2025,Female,ALL,Private,JSS,JSS2,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,1614.0,0,840.3902,52,30,1.9205,31.0385,53.8,18,12,23,14,10,34,41.25
2024/2025,Female,ALL,Private,JSS,JSS3,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,1565.0,0,814.9238,50,29,1.9204,31.3,53.9655,17,12,22,14,10,33,41.25
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,7584.0,0,2502.9802,176,64,3.03,43.0909,118.5,61,42,49,48,34,116,41.25
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,7286.0,0,2404.7528,169,62,3.0298,43.1124,117.5161,58,41,47,46,33,111,41.25
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,7074.0,0,2335.6298,165,60,3.0287,42.8727,117.9,57,40,46,45,32,109,41.25
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,6860.0,0,2262.8687,160,58,3.0316,42.875,118.2759,55,38,44,44,31,105,41.25
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,6903.0,0,2277.4209,161,58,3.0311,42.8758,119.0172,56,39,44,44,31,106,41.25
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,6903.0,0,2277.4209,161,58,3.0311,42.8758,119.0172,56,39,44,44,31,106,41.25
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,1863.0,1960,654.8495,48,36,2.8449,38.8125,51.75,17,12,28,13,9,32,41.25
2024/2025,Female,ALL,Private,SSS,SSS2,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,1707.0,1796,600.2787,44,33,2.8437,38.7955,51.7273,15,11,25,12,8,29,41.25
2024/2025,Female,ALL,Private,SSS,SSS3,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,1605.0,1688,563.8982,41,31,2.8463,39.1463,51.7742,14,10,24,11,8,27,41.25
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,9.0,0,83.6752,6,5,0.1076,1.5,1.8,2,1,4,2,1,4,41.25
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,0.0,0,1402.9979,29,9,0.0,0.0,0.0,10,7,7,8,6,19,41.25
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,2677.0,0,836.2697,86,49,3.2011,31.1279,54.6327,30,21,37,23,17,57,41.25
2024/2025,Female,ALL,Public,JSS,JSS2,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,2524.0,0,787.8904,81,47,3.2035,31.1605,53.7021,28,19,36,22,16,53,41.25
2024/2025,Female,ALL,Public,JSS,JSS3,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,2448.0,0,767.1565,79,45,3.191,30.9873,54.4,27,19,34,22,15,52,41.25
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,11864.0,0,2398.2279,276,100,4.947,42.9855,118.64,95,66,76,75,53,182,41.25
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,11398.0,0,2304.9251,265,96,4.9451,43.0113,118.7292,92,64,73,72,51,175,41.25
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,11063.0,0,2235.8119,258,93,4.9481,42.8798,118.957,89,62,71,70,50,170,41.25
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,10730.0,0,2170.1543,250,91,4.9443,42.92,117.9121,86,60,70,68,48,165,41.25
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,10797.0,0,2183.977,251,91,4.9437,43.0159,118.6484,87,60,70,69,48,165,41.25
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,10797.0,0,2183.977,252,91,4.9437,42.8452,118.6484,87,60,70,69,49,166,41.25
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,2915.0,3066,390.4896,75,56,7.465,38.8667,52.0536,26,18,43,20,14,49,41.25
2024/2025,Female,ALL,Public,SSS,SSS2,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,2671.0,2810,355.933,69,51,7.5042,38.7101,52.3725,24,17,39,19,13,45,41.25
