session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,35,0,1.907225,1,1,18.3513,35.0,35.0,1,0,1,0,0,0,47.0
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,26,0,0.469691,1,1,55.3556,26.0,26.0,1,0,1,0,0,0,47.0
2024/2025,Female,ALL,Private,JSS,JSS2,,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,25,0,0.476579,2,1,52.4572,12.5,25.0,1,0,1,0,0,0,47.0
2024/2025,Female,ALL,Private,JSS,JSS3,,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,24,0,0.47836,1,1,50.1714,24.0,24.0,1,0,1,0,0,0,47.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,74,0,1.347862,2,2,54.9018,37.0,37.0,1,2,1,1,1,2,47.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,71,0,1.35466,2,1,52.4117,35.5,71.0,1,2,1,1,1,2,47.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,69,0,1.280277,2,1,53.8946,34.5,69.0,1,2,1,2,1,2,47.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,67,0,1.280284,1,1,52.3322,67.0,67.0,1,0,1,0,0,0,47.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,68,0,1.285269,2,1,52.9072,34.0,68.0,1,2,1,1,1,2,47.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,67,0,1.285269,1,1,52.1292,67.0,67.0,1,0,1,0,0,0,47.0
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,13,18,0.365157,1,1,35.6011,13.0,13.0,1,1,1,1,1,1,47.0
2024/2025,Female,ALL,Private,SSS,SSS2,,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,11,16,0.306028,1,1,35.9444,11.0,11.0,1,1,1,1,1,1,47.0
2024/2025,Female,ALL,Private,SSS,SSS3,,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,11,15,0.299912,1,1,36.6775,11.0,11.0,1,1,1,1,1,1,47.0
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,3,0,0.051726,1,1,57.9977,3.0,3.0,1,1,1,1,1,1,47.0
