session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Adult & Non-Formal Centre, Abak Urban I",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0.0,964.1291,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Adult & Non-Formal Centre, Abak Urban I",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0.0,964.1291,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Adult & Non-Formal Centre, Abak Urban I",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0.0,65.6575,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Adult & Non-Formal Centre, Abak Urban I",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0.0,65.6575,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,99.0,356.5292,2,3,0,0.2777,49.5,33.0,2,1,2,1,1,1,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,94.0,356.5292,4,3,0,0.2637,23.5,31.3333,3,2,2,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,91.0,356.5292,3,2,0,0.2552,30.3333,45.5,2,2,1,1,1,1,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,89.0,356.5292,2,2,0,0.2496,44.5,44.5,2,1,1,1,1,1,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,90.0,356.5292,3,2,0,0.2524,30.0,45.0,2,2,1,1,1,1,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,90.0,356.5292,2,2,0,0.2524,45.0,45.0,2,1,1,1,1,1,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Public,JSS,JSS1,JSS1,404.0,158.9603,6,5,0,2.5415,67.3333,80.8,4,3,3,3,3,3,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Public,JSS,JSS2,,455.0,158.9603,10,6,0,2.8623,45.5,75.8333,8,6,3,4,5,5,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Public,JSS,JSS3,,381.0,158.9603,6,5,0,2.3968,63.5,76.2,4,3,3,3,3,3,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,229.0,342.1103,5,1,0,0.6694,45.8,229.0,4,3,1,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,220.0,342.1103,4,1,0,0.6431,55.0,220.0,3,2,1,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Public,Pre-Primary/Primary,Primary 3,,213.0,342.1103,6,1,0,0.6226,35.5,213.0,4,3,1,3,3,3,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Public,Pre-Primary/Primary,Primary 4,,207.0,342.1103,4,1,0,0.6051,51.75,207.0,3,2,1,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Public,Pre-Primary/Primary,Primary 5,,208.0,342.1103,6,1,0,0.608,34.6667,208.0,4,3,1,3,3,3,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Public,Pre-Primary/Primary,Primary 6,,209.0,342.1103,5,1,0,0.6109,41.8,209.0,4,3,1,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Public,SSS,SSS1,SSS1,412.0,76.0245,9,2,0,5.4193,45.7778,206.0,7,5,1,4,4,4,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Public,SSS,SSS2,,346.0,76.0245,6,2,0,4.5512,57.6667,173.0,4,3,1,3,3,3,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,Public,SSS,SSS3,,306.0,76.0245,5,2,235,4.025,61.2,153.0,4,3,1,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,87.0,356.5292,2,2,0,0.244,43.5,43.5,2,1,1,1,1,1,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Private,Pre-Primary/Primary,Primary 2,,83.0,356.5292,3,2,0,0.2328,27.6667,41.5,2,2,1,1,1,1,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,81.0,356.5292,3,2,0,0.2272,27.0,40.5,2,2,1,1,1,1,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Private,Pre-Primary/Primary,Primary 4,,79.0,356.5292,2,2,0,0.2216,39.5,39.5,2,1,1,1,1,1,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Private,Pre-Primary/Primary,Primary 5,,80.0,356.5292,3,2,0,0.2244,26.6667,40.0,2,2,1,1,1,1,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Private,Pre-Primary/Primary,Primary 6,,80.0,356.5292,2,2,0,0.2244,40.0,40.0,2,1,1,1,1,1,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Public,JSS,JSS1,JSS1,365.0,158.9603,6,5,0,2.2962,60.8333,73.0,4,3,3,3,3,3,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Public,JSS,JSS2,,326.0,158.9603,7,4,0,2.0508,46.5714,81.5,5,4,2,3,3,3,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Public,JSS,JSS3,,327.0,158.9603,5,4,0,2.0571,65.4,81.75,4,3,2,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,203.0,342.1103,5,1,0,0.5934,40.6,203.0,4,3,1,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Public,Pre-Primary/Primary,Primary 2,,195.0,342.1103,4,1,0,0.57,48.75,195.0,3,2,1,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Public,Pre-Primary/Primary,Primary 3,,189.0,342.1103,5,1,0,0.5525,37.8,189.0,4,3,1,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Public,Pre-Primary/Primary,Primary 4,,184.0,342.1103,3,1,0,0.5378,61.3333,184.0,2,2,1,1,1,1,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Public,Pre-Primary/Primary,Primary 5,,185.0,342.1103,5,1,0,0.5408,37.0,185.0,4,3,1,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Public,Pre-Primary/Primary,Primary 6,,185.0,342.1103,4,1,0,0.5408,46.25,185.0,3,2,1,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Public,SSS,SSS1,SSS1,426.0,76.0245,9,2,0,5.6035,47.3333,213.0,7,5,1,4,4,4,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Public,SSS,SSS2,,355.0,76.0245,7,2,0,4.6695,50.7143,177.5,5,4,1,3,3,3,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,Public,SSS,SSS3,,268.0,76.0245,4,1,211,3.5252,67.0,268.0,3,2,1,2,2,2,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.0,25.4664,1,1,0,0.2356,6.0,6.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,6.0,25.4664,1,1,0,0.2356,6.0,6.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,6.0,25.4664,1,1,0,0.2356,6.0,6.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,6.0,25.4664,1,1,0,0.2356,6.0,6.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,6.0,25.4664,1,1,0,0.2356,6.0,6.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,6.0,25.4664,1,1,0,0.2356,6.0,6.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Public,JSS,JSS1,JSS1,26.0,10.367,1,1,0,2.508,26.0,26.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Public,JSS,JSS2,,30.0,10.367,1,1,0,2.8938,30.0,30.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Public,JSS,JSS3,,25.0,10.367,1,1,0,2.4115,25.0,25.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,15.0,24.1896,1,1,0,0.6201,15.0,15.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,14.0,24.1896,1,1,0,0.5788,14.0,14.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,13.0,24.1896,1,1,0,0.5374,13.0,13.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,13.0,24.1896,1,1,0,0.5374,13.0,13.0,1,1,1,0,0,0,54.02
2024/2025,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,13.0,24.1896,1,1,0,0.5374,13.0,13.0,1,1,1,0,0,0,54.02
