session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Female,all,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Female,all,Private,SSS,SSS1,SSS1,10.0,0.0,0.0,0.0,74.8,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Female,disabled,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Male,all,Public,JSS,JSS1,JSS1,35.0,0.0,1.0,0.0,72.8,0.0,0.0,35.0,0.0,0.32,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"COMMUNITY SECONDARY SCHOOL, MPU",Female,all,Private,JSS,JSS1,JSS1,11.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"COMMUNITY SECONDARY SCHOOL, MPU",Female,all,Public,SSS,SSS1,SSS1,1.0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"COMMUNITY SECONDARY SCHOOL, MPU",Female,disabled,Public,SSS,SSS1,SSS1,1.0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"COMMUNITY SECONDARY SCHOOL, MPU",Male,all,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"COMMUNITY SECONDARY SCHOOL, MPU",Male,disabled,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"GLORIOUS GRACE ACADEMY PRIMARY SCHOOL, AMAGU MPU",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,1.0,0.0,0.0,0.0,70.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"GLORIOUS GRACE ACADEMY PRIMARY SCHOOL, AMAGU MPU",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1.0,0.0,0.0,0.0,70.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,HOLY CHILD NURSERY AND PRIMARY SCHOOL MPU,Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,29.0,0.0,1.0,0.0,70.8,0.0,0.0,29.0,0.0,0.37,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"KINGS FOUNDATION SECONDARY SCHOOL, MPU",Female,all,Public,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"KINGS FOUNDATION SECONDARY SCHOOL, MPU",Female,all,Public,SSS,SSS1,SSS1,24.0,0.0,1.0,0.0,74.8,1.0,0.0,24.0,0.0,0.42,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"KINGS FOUNDATION SECONDARY SCHOOL, MPU",Female,disabled,Public,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"KINGS FOUNDATION SECONDARY SCHOOL, MPU",Male,all,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"KINGS FOUNDATION SECONDARY SCHOOL, MPU",Male,all,Private,SSS,SSS1,SSS1,10.0,0.0,0.0,0.0,74.8,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"KINGS FOUNDATION SECONDARY SCHOOL, MPU",Male,disabled,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"LIBERTY PRIMARY SCHOOL, AGUENYI MPU",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,4.0,1.0,0.0,0.0,70.8,0.0,4.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2019/2020,South East,Enugu,Aninri,Mpu,"LIBERTY PRIMARY SCHOOL, AGUENYI MPU",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,4.0,1.0,0.0,0.0,70.8,0.0,4.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2019/2020,South East,Enugu,Aninri,Mpu,"MODEL SECONDARY SCHOOL, MPU",Female,all,Public,JSS,JSS1,JSS1,39.0,0.0,1.0,0.0,72.8,0.0,0.0,39.0,0.0,0.29,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"MODEL SECONDARY SCHOOL, MPU",Male,all,Private,JSS,JSS1,JSS1,11.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"MODEL SECONDARY SCHOOL, MPU",Male,all,Public,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"MODEL SECONDARY SCHOOL, MPU",Male,disabled,Public,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"OUR SAVIOUR SECONDARY SCHOOL, EZZA MPU",Female,all,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"OUR SAVIOUR SECONDARY SCHOOL, EZZA MPU",Female,disabled,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"OUR SAVIOUR SECONDARY SCHOOL, EZZA MPU",Male,all,Public,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"OUR SAVIOUR SECONDARY SCHOOL, EZZA MPU",Male,all,Public,SSS,SSS1,SSS1,24.0,0.0,1.0,0.0,74.8,1.0,0.0,24.0,0.0,0.42,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"OUR SAVIOUR SECONDARY SCHOOL, EZZA MPU",Male,disabled,Public,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,Our Saviour Primary School,Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,130.0,1.0,3.0,1.0,70.8,0.0,130.0,43.3333,130.0,1.25,0.28,0.16,0.66,0.48,0.46
2019/2020,South East,Enugu,Aninri,Mpu,PST NATH GLORIOUS BY GRACE ACADAMY AMAGU MPU,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,1.0,0.0,0.0,0.0,70.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,PST NATH GLORIOUS BY GRACE ACADAMY AMAGU MPU,Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1.0,0.0,0.0,0.0,70.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,TOTAL CHILD INTERNATIONAL NURSERY AND PRIMARY SCHOOL AMAGU MPU,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,31.0,0.0,1.0,0.0,70.8,0.0,0.0,31.0,0.0,0.35,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Mpu,"TOWN SCHOOL, AMACHALLA MPU",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,3.0,1.0,0.0,0.0,70.8,0.0,3.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2019/2020,South East,Enugu,Aninri,Mpu,"TOWN SCHOOL, AMACHALLA MPU",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,3.0,1.0,0.0,0.0,70.8,0.0,3.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2019/2020,South East,Enugu,Aninri,Mpu,UGOCHUKWU EKWEREMADU MEMORIAL INTERNATIONAL ACADEMY SCHOOL MPU,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,120.0,1.0,3.0,1.0,70.8,0.0,120.0,40.0,120.0,1.29,0.28,0.16,0.66,0.48,0.47
2019/2020,South East,Enugu,Aninri,Ndeabo,BLESSED KIDS NURSERY &amp;PRIMARY SCHOOL,Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,5.0,1.0,0.0,0.0,70.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2019/2020,South East,Enugu,Aninri,Ndeabo,BLESSED KIDS NURSERY &amp;PRIMARY SCHOOL,Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,5.0,1.0,0.0,0.0,70.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2019/2020,South East,Enugu,Aninri,Ndeabo,"COMMUNITY PRIMARY SCHOOL AJUONA, IHEAKPU-AWKA",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,156.0,1.0,4.0,1.0,70.8,0.0,156.0,39.0,156.0,2.05,0.28,0.16,0.69,0.5,0.48
2019/2020,South East,Enugu,Aninri,Ndeabo,DIVINE WISDOM MODEL ACADEMY NENWE,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,2.0,0.0,0.0,0.0,70.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Ndeabo,DIVINE WISDOM MODEL ACADEMY NENWE,Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,2.0,0.0,0.0,0.0,70.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Ndeabo,HOLY CHILD NURSERY AND PRIMARY SCHOOL NENWE,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,47.0,0.0,1.0,1.0,70.8,0.0,0.0,47.0,47.0,0.26,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Ndeabo,"MUSTERD LEARNING NURSERY AND PRIMARY SCHOOL, EZIECHO UHUEZE NENWE",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,6.0,1.0,0.0,0.0,70.8,0.0,6.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2019/2020,South East,Enugu,Aninri,Ndeabo,"MUSTERD LEARNING NURSERY AND PRIMARY SCHOOL, EZIECHO UHUEZE NENWE",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,6.0,1.0,0.0,0.0,70.8,0.0,6.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2019/2020,South East,Enugu,Aninri,Ndeabo,"NDIUGWU COMMUNITY SCHOOL, OBIOFU NENWE",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,176.0,1.0,5.0,2.0,70.8,0.0,176.0,35.2,88.0,3.05,0.28,0.18,0.72,0.52,0.51
2019/2020,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,all,Private,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,all,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,all,Public,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,all,Public,SSS,SSS1,SSS1,1.0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,disabled,Private,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,disabled,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019/2020,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,disabled,Public,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
