session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Adult & Non-Formal Centre, Ward I N2",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Adult & Non-Formal Centre, Ward I N2",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Adult & Non-Formal Centre, Ward I N2",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Adult & Non-Formal Centre, Ward I N2",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,833,3.026,21,21,0,275.2809,39.6667,39.6667,29,13,24,6,0,9,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,800,2.907,24,20,0,275.1978,33.3333,40.0,28,11,23,12,0,15,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,776,2.822,20,20,0,274.9823,38.8,38.8,27,8,18,9,0,14,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,753,2.737,20,19,0,275.1187,37.65,39.6316,23,11,21,11,0,9,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,758,2.754,26,19,0,275.236,29.1538,39.8947,27,5,21,7,0,8,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,758,2.754,23,19,0,275.236,32.9565,39.8947,24,5,21,10,0,11,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Public,JSS,JSS1,JSS1,725,1.0,17,7,0,725.0,42.6471,103.5714,12,3,21,2,0,8,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Public,JSS,JSS2,,718,1.0,16,7,0,718.0,44.875,102.5714,11,7,29,5,0,9,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Public,JSS,JSS3,,683,1.0,12,7,0,683.0,56.9167,97.5714,12,4,23,6,0,10,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1941,2.136,56,53,0,908.7079,34.6607,36.6226,42,15,52,13,0,26,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,1865,2.052,62,51,0,908.8694,30.0806,36.5686,43,8,33,13,0,23,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Public,Pre-Primary/Primary,Primary 3,,1810,1.992,46,50,0,908.6345,39.3478,36.2,42,16,36,8,0,15,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Public,Pre-Primary/Primary,Primary 4,,1756,1.932,41,48,0,908.9027,42.8293,36.5833,40,14,47,8,0,24,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Public,Pre-Primary/Primary,Primary 5,,1766,1.944,50,48,0,908.4362,35.32,36.7917,40,19,27,9,0,16,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Public,Pre-Primary/Primary,Primary 6,,1767,1.944,46,49,0,908.9506,38.413,36.0612,39,16,47,10,0,16,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Public,SSS,SSS1,SSS1,829,1.0,27,11,0,829.0,30.7037,75.3636,10,3,29,6,0,8,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Public,SSS,SSS2,,670,1.0,18,9,0,670.0,37.2222,74.4444,13,5,29,4,0,8,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,Public,SSS,SSS3,,675,1.0,20,9,547,675.0,33.75,75.0,13,4,20,3,0,5,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,777,3.026,20,20,0,256.7746,38.85,38.85,29,13,24,6,0,9,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Private,Pre-Primary/Primary,Primary 2,,747,2.907,23,19,0,256.9659,32.4783,39.3158,28,11,23,12,0,15,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,725,2.822,19,18,0,256.91,38.1579,40.2778,27,8,18,9,0,14,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Private,Pre-Primary/Primary,Primary 4,,703,2.737,19,18,0,256.8506,37.0,39.0556,23,11,21,11,0,9,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Private,Pre-Primary/Primary,Primary 5,,707,2.754,24,18,0,256.7175,29.4583,39.2778,27,5,21,7,0,8,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Private,Pre-Primary/Primary,Primary 6,,708,2.754,21,18,0,257.0806,33.7143,39.3333,24,5,21,10,0,11,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Public,JSS,JSS1,JSS1,705,1.0,16,7,0,705.0,44.0625,100.7143,12,3,21,2,0,8,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Public,JSS,JSS2,,638,1.0,14,6,0,638.0,45.5714,106.3333,11,7,29,5,0,9,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Public,JSS,JSS3,,656,1.0,12,6,0,656.0,54.6667,109.3333,12,4,23,6,0,10,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1812,2.136,52,50,0,848.3146,34.8462,36.24,42,15,52,13,0,26,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Public,Pre-Primary/Primary,Primary 2,,1741,2.052,58,48,0,848.4405,30.0172,36.2708,43,8,33,13,0,23,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Public,Pre-Primary/Primary,Primary 3,,1690,1.992,43,46,0,848.3936,39.3023,36.7391,42,16,36,8,0,15,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Public,Pre-Primary/Primary,Primary 4,,1639,1.932,38,45,0,848.3437,43.1316,36.4222,40,14,47,8,0,24,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Public,Pre-Primary/Primary,Primary 5,,1650,1.944,46,45,0,848.7654,35.8696,36.6667,40,19,27,9,0,16,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Public,Pre-Primary/Primary,Primary 6,,1650,1.944,43,45,0,848.7654,38.3721,36.6667,39,16,47,10,0,16,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Public,SSS,SSS1,SSS1,756,1.0,24,10,0,756.0,31.5,75.6,10,3,29,6,0,8,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Public,SSS,SSS2,,690,1.0,19,9,0,690.0,36.3158,76.6667,13,5,29,4,0,8,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,Public,SSS,SSS3,,652,1.0,20,9,528,652.0,32.6,72.4444,13,4,20,3,0,5,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,66,3.026,2,2,0,21.811,33.0,33.0,29,13,24,6,0,9,14.4
2024/2025,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,64,2.907,2,2,0,22.0158,32.0,32.0,28,11,23,12,0,15,14.4
