session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,North Central,Kwara,Edu,Lafiagi I,"Adult & Non-Formal Centre, Lafiagi I",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,North Central,Kwara,Edu,Lafiagi I,"Adult & Non-Formal Centre, Lafiagi I",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,North Central,Kwara,Edu,Lafiagi I,"Adult & Non-Formal Centre, Lafiagi I",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,North Central,Kwara,Edu,Lafiagi I,"Adult & Non-Formal Centre, Lafiagi I",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,116,0.0,3,3,0,0.0,38.6667,38.6667,4,2,2,2,0,1,14.4
2024/2025,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,111,0.0,3,2,0,0.0,37.0,55.5,3,1,2,3,0,0,14.4
2024/2025,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,108,0.0,2,2,0,0.0,54.0,54.0,4,2,2,3,0,0,14.4
2024/2025,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,104,0.0,3,2,0,0.0,34.6667,52.0,2,1,1,3,0,0,14.4
2024/2025,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,105,0.0,2,2,0,0.0,52.5,52.5,4,1,1,2,0,1,14.4
2024/2025,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,105,0.0,3,2,0,0.0,35.0,52.5,1,1,1,3,0,0,14.4
