session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,South East,Abia,Aba North,Ariaria Market,"Adult & Non-Formal Centre, Ariaria Market",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0.0,1313.1507,161,35,0,0.0,0.0,0.0,126,69,1,124,137,2,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Adult & Non-Formal Centre, Ariaria Market",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0.0,1309.6951,161,45,0,0.0,0.0,0.0,126,69,2,124,137,2,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Adult & Non-Formal Centre, Ariaria Market",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0.0,86.3915,161,3,0,0.0,0.0,0.0,126,69,0,124,137,2,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Adult & Non-Formal Centre, Ariaria Market",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0.0,86.3915,161,4,0,0.0,0.0,0.0,126,69,0,124,137,2,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1838.0,356.5292,1,1,0,5.1553,1838.0,1838.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,1758.0,356.5292,1,1,0,4.9309,1758.0,1758.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,1678.0,356.5292,1,1,0,4.7065,1678.0,1678.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,1598.0,356.5292,1,1,0,4.4821,1598.0,1598.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,1598.0,356.5292,1,1,0,4.4821,1598.0,1598.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,1598.0,356.5292,1,1,0,4.4821,1598.0,1598.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Public,JSS,JSS1,JSS1,4.0,158.9603,1,1,0,0.0252,4.0,4.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Public,JSS,JSS2,,3.0,158.9603,1,1,0,0.0189,3.0,3.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Public,JSS,JSS3,,3.0,158.9603,1,1,0,0.0189,3.0,3.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1838.0,342.1103,1,1,0,5.3725,1838.0,1838.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,1758.0,342.1103,1,1,0,5.1387,1758.0,1758.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Public,Pre-Primary/Primary,Primary 3,,1678.0,342.1103,1,1,0,4.9049,1678.0,1678.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Public,Pre-Primary/Primary,Primary 4,,1598.0,342.1103,1,1,0,4.671,1598.0,1598.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Public,Pre-Primary/Primary,Primary 5,,1598.0,342.1103,1,1,0,4.671,1598.0,1598.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Public,Pre-Primary/Primary,Primary 6,,1598.0,342.1103,1,1,0,4.671,1598.0,1598.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Public,SSS,SSS1,SSS1,0.0,76.0245,1,1,0,0.0,0.0,0.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Public,SSS,SSS2,,0.0,76.0245,1,1,0,0.0,0.0,0.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,Public,SSS,SSS3,,0.0,76.0245,1,1,1,0.0,0.0,0.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1971.0,356.5292,1,1,0,5.5283,1971.0,1971.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,ALL,Private,Pre-Primary/Primary,Primary 2,,1885.0,356.5292,1,1,0,5.2871,1885.0,1885.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,1800.0,356.5292,1,1,0,5.0487,1800.0,1800.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,ALL,Private,Pre-Primary/Primary,Primary 4,,1714.0,356.5292,1,1,0,4.8075,1714.0,1714.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,ALL,Private,Pre-Primary/Primary,Primary 5,,1714.0,356.5292,1,1,0,4.8075,1714.0,1714.0,1,0,0,1,1,0,48.02
2024/2025,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,ALL,Private,Pre-Primary/Primary,Primary 6,,1714.0,356.5292,1,1,0,4.8075,1714.0,1714.0,1,0,0,1,1,0,48.02
