session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,"Adult & Non-Formal Centre, Alkaleri",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,274,1,15,6,0,274.0,18.2667,45.6667,2,6,37,7,0,9,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,"Adult & Non-Formal Centre, Alkaleri",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,348,1,15,8,0,348.0,23.2,43.5,2,6,37,7,0,9,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,"Adult & Non-Formal Centre, Alkaleri",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,23,1,15,1,0,23.0,1.5333,23.0,2,6,37,7,0,9,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,"Adult & Non-Formal Centre, Alkaleri",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,28,1,15,1,0,28.0,1.8667,28.0,2,6,37,7,0,9,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,Disabled,Private,JSS,JSS2,,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,Disabled,Private,JSS,JSS3,,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,Disabled,Private,SSS,SSS2,,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,Disabled,Private,SSS,SSS3,,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,Disabled,Public,JSS,JSS3,,3,0,1,1,0,0.0,3.0,3.0,0,0,0,0,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,Disabled,Public,SSS,SSS1,SSS1,2,0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,Disabled,Public,SSS,SSS2,,2,0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,Disabled,Public,SSS,SSS3,,2,0,1,1,1,0.0,2.0,2.0,0,0,1,0,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,Disabled,Private,JSS,JSS2,,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,Disabled,Private,JSS,JSS3,,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,Disabled,Private,SSS,SSS2,,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,Disabled,Private,SSS,SSS3,,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,Disabled,Public,JSS,JSS2,,3,0,1,1,0,0.0,3.0,3.0,0,0,2,0,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,Disabled,Public,JSS,JSS3,,2,0,1,1,0,0.0,2.0,2.0,0,0,0,0,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,Disabled,Public,SSS,SSS1,SSS1,2,0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,Disabled,Public,SSS,SSS2,,2,0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,Disabled,Public,SSS,SSS3,,2,0,1,1,2,0.0,2.0,2.0,0,0,1,0,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Female,Disabled,Private,JSS,JSS2,,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Female,Disabled,Private,JSS,JSS3,,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Female,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,0,0.0,0.0,0.0,0,1,1,0,0,0,14.4
