session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Adult & Non-Formal Centre, Amuzu",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Adult & Non-Formal Centre, Amuzu",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Adult & Non-Formal Centre, Amuzu",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Adult & Non-Formal Centre, Amuzu",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,725,2.67,26,6,0,271.5356,27.8846,120.8333,16,2,13,15,0,12,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,696,2.565,18,6,0,271.345,38.6667,116.0,10,2,11,16,1,10,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,676,2.49,21,6,0,271.4859,32.1905,112.6667,11,3,16,8,0,16,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,655,2.415,23,6,0,271.2215,28.4783,109.1667,16,3,15,17,1,8,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,659,2.43,17,6,0,271.1934,38.7647,109.8333,17,2,8,16,0,7,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,660,2.43,25,6,0,271.6049,26.4,110.0,10,2,10,15,0,9,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Public,JSS,JSS1,JSS1,828,1.0,16,7,0,828.0,51.75,118.2857,15,2,16,6,0,9,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Public,JSS,JSS2,,667,1.0,13,5,0,667.0,51.3077,133.4,15,1,29,9,0,11,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Public,JSS,JSS3,,745,1.0,17,6,0,745.0,43.8235,124.1667,7,2,25,5,0,8,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1690,1.958,36,25,0,863.1256,46.9444,67.6,31,5,22,12,0,14,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,1624,1.881,46,24,0,863.3705,35.3043,67.6667,14,5,34,29,1,24,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Public,Pre-Primary/Primary,Primary 3,,1576,1.826,30,23,0,863.0887,52.5333,68.5217,24,3,31,15,1,15,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Public,Pre-Primary/Primary,Primary 4,,1529,1.771,30,22,0,863.354,50.9667,69.5,21,2,30,10,1,23,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Public,Pre-Primary/Primary,Primary 5,,1538,1.782,29,23,0,863.0752,53.0345,66.8696,31,2,29,15,1,14,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Public,Pre-Primary/Primary,Primary 6,,1538,1.782,46,23,0,863.0752,33.4348,66.8696,30,3,26,16,1,22,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Public,SSS,SSS1,SSS1,463,0.0,10,4,0,0.0,46.3,115.75,4,1,14,7,0,3,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Public,SSS,SSS2,,405,0.0,8,3,0,0.0,50.625,135.0,8,1,16,4,0,4,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,Public,SSS,SSS3,,481,0.0,10,4,395,0.0,48.1,120.25,4,1,18,5,0,5,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,551,2.67,20,5,0,206.367,27.55,110.2,16,2,13,15,0,12,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Private,Pre-Primary/Primary,Primary 2,,529,2.565,13,5,0,206.2378,40.6923,105.8,10,2,11,16,1,10,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,513,2.49,16,5,0,206.0241,32.0625,102.6,11,3,16,8,0,16,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Private,Pre-Primary/Primary,Primary 4,,498,2.415,18,4,0,206.2112,27.6667,124.5,16,3,15,17,1,8,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Private,Pre-Primary/Primary,Primary 5,,501,2.43,13,4,0,206.1728,38.5385,125.25,17,2,8,16,0,7,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Private,Pre-Primary/Primary,Primary 6,,501,2.43,19,4,0,206.1728,26.3684,125.25,10,2,10,15,0,9,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Public,JSS,JSS1,JSS1,764,1.0,15,6,0,764.0,50.9333,127.3333,15,2,16,6,0,9,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Public,JSS,JSS2,,767,1.0,15,6,0,767.0,51.1333,127.8333,15,1,29,9,0,11,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Public,JSS,JSS3,,696,1.0,16,6,0,696.0,43.5,116.0,7,2,25,5,0,8,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1283,1.958,27,19,0,655.2605,47.5185,67.5263,31,5,22,12,0,14,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Public,Pre-Primary/Primary,Primary 2,,1233,1.881,35,18,0,655.5024,35.2286,68.5,14,5,34,29,1,24,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Public,Pre-Primary/Primary,Primary 3,,1196,1.826,23,18,0,654.9836,52.0,66.4444,24,3,31,15,1,15,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Public,Pre-Primary/Primary,Primary 4,,1160,1.771,23,17,0,654.9972,50.4348,68.2353,21,2,30,10,1,23,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Public,Pre-Primary/Primary,Primary 5,,1168,1.782,22,17,0,655.4433,53.0909,68.7059,31,2,29,15,1,14,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Public,Pre-Primary/Primary,Primary 6,,1168,1.782,35,17,0,655.4433,33.3714,68.7059,30,3,26,16,1,22,14.4
2024/2025,South East,Imo,Aboh-Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,Public,SSS,SSS1,SSS1,456,0.0,10,4,0,0.0,45.6,114.0,4,1,14,7,0,3,14.4
