session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,South South,Bayelsa,Brass,Brass I,"Adult & Non-Formal Centre, Brass I",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass I,"Adult & Non-Formal Centre, Brass I",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass I,"Adult & Non-Formal Centre, Brass I",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass I,"Adult & Non-Formal Centre, Brass I",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass I,"Technical/Vocational Centre, Brass I",Female,ALL,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass I,"Technical/Vocational Centre, Brass I",Male,ALL,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass I,"Technical/Vocational Centre, Brass I",Female,Disabled,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass I,"Technical/Vocational Centre, Brass I",Male,Disabled,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass ward II,"Adult & Non-Formal Centre, Brass ward II",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass ward II,"Adult & Non-Formal Centre, Brass ward II",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass ward II,"Adult & Non-Formal Centre, Brass ward II",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass ward II,"Adult & Non-Formal Centre, Brass ward II",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass ward II,"Technical/Vocational Centre, Brass ward II",Female,ALL,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass ward II,"Technical/Vocational Centre, Brass ward II",Male,ALL,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass ward II,"Technical/Vocational Centre, Brass ward II",Female,Disabled,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Brass ward II,"Technical/Vocational Centre, Brass ward II",Male,Disabled,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Cafe Farmosa,"Adult & Non-Formal Centre, Cafe Farmosa",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Cafe Farmosa,"Adult & Non-Formal Centre, Cafe Farmosa",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Cafe Farmosa,"Adult & Non-Formal Centre, Cafe Farmosa",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Cafe Farmosa,"Adult & Non-Formal Centre, Cafe Farmosa",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Cafe Farmosa,"Technical/Vocational Centre, Cafe Farmosa",Female,ALL,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Cafe Farmosa,"Technical/Vocational Centre, Cafe Farmosa",Male,ALL,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Cafe Farmosa,"Technical/Vocational Centre, Cafe Farmosa",Female,Disabled,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Brass,Cafe Farmosa,"Technical/Vocational Centre, Cafe Farmosa",Male,Disabled,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Adult & Non-Formal Centre, Igbedi",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Adult & Non-Formal Centre, Igbedi",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Adult & Non-Formal Centre, Igbedi",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Adult & Non-Formal Centre, Igbedi",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Technical/Vocational Centre, Igbedi",Female,ALL,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Technical/Vocational Centre, Igbedi",Male,ALL,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Technical/Vocational Centre, Igbedi",Female,Disabled,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Technical/Vocational Centre, Igbedi",Male,Disabled,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Adult & Non-Formal Centre, Kaiama",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Adult & Non-Formal Centre, Kaiama",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Adult & Non-Formal Centre, Kaiama",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Adult & Non-Formal Centre, Kaiama",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Technical/Vocational Centre, Kaiama",Female,ALL,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Technical/Vocational Centre, Kaiama",Male,ALL,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Technical/Vocational Centre, Kaiama",Female,Disabled,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Technical/Vocational Centre, Kaiama",Male,Disabled,Public,Vocational,Tech/Voc,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,"Adult & Non-Formal Centre, Kaiama/Olobiri",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
