session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Adult & Non-Formal Centre, Agamo/Oke-Oore/Akomowa",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,8.0,964.1291,5,5,0,0.0083,1.6,1.6,2,2,2,2,1,3,39.82
2024/2025,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Adult & Non-Formal Centre, Agamo/Oke-Oore/Akomowa",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,9.0,964.1291,5,6,0,0.0093,1.8,1.5,2,2,3,2,1,3,39.82
2024/2025,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Adult & Non-Formal Centre, Agamo/Oke-Oore/Akomowa",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,1.0,65.6575,5,1,0,0.0152,0.2,1.0,2,2,0,2,1,3,39.82
2024/2025,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Adult & Non-Formal Centre, Agamo/Oke-Oore/Akomowa",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,1.0,65.6575,5,1,0,0.0152,0.2,1.0,2,2,0,2,1,3,39.82
2024/2025,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,95.0,378.3575,3,2,0,0.2511,31.6667,47.5,1,1,1,1,1,2,39.82
2024/2025,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,91.0,363.8053,4,2,0,0.2501,22.75,45.5,2,1,1,1,1,2,39.82
2024/2025,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,88.0,352.8911,3,2,0,0.2494,29.3333,44.0,1,1,1,1,1,2,39.82
2024/2025,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,86.0,341.9769,3,2,0,0.2515,28.6667,43.0,1,1,1,1,1,2,39.82
2024/2025,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,87.0,341.9769,3,2,0,0.2544,29.0,43.5,1,1,1,1,1,2,39.82
2024/2025,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,86.0,341.9769,3,2,0,0.2515,28.6667,43.0,1,1,1,1,1,2,39.82
2024/2025,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,ALL,Public,JSS,JSS1,JSS1,164.0,158.9603,4,2,0,1.0317,41.0,82.0,2,1,1,1,1,2,39.82
