session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Adult & Non-Formal Centre, Badau/Darhela",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,4420.0,964.1291,67,17,0,4.5844,65.9701,260.0,46,24,7,25,31,15,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Adult & Non-Formal Centre, Badau/Darhela",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,4445.0,964.1291,67,22,0,4.6104,66.3433,202.0455,46,24,9,25,31,15,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Adult & Non-Formal Centre, Badau/Darhela",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,288.0,65.6575,67,1,0,4.3864,4.2985,288.0,46,24,0,25,31,15,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Adult & Non-Formal Centre, Badau/Darhela",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,290.0,65.6575,67,2,0,4.4169,4.3284,145.0,46,24,1,25,31,15,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,342.0,378.3575,8,2,0,0.9039,42.75,171.0,5,3,1,3,4,2,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,329.0,363.8053,6,2,0,0.9043,54.8333,164.5,4,2,1,2,3,1,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,318.0,352.8911,9,2,0,0.9011,35.3333,159.0,6,3,1,3,4,2,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,309.0,341.9769,7,2,0,0.9036,44.1429,154.5,5,3,1,3,3,2,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,311.0,341.9769,8,2,0,0.9094,38.875,155.5,5,3,1,3,4,2,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,311.0,341.9769,8,2,0,0.9094,38.875,155.5,5,3,1,3,4,2,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,Public,JSS,JSS1,JSS1,420.0,158.9603,7,6,0,2.6422,60.0,70.0,5,3,2,3,3,2,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,Public,JSS,JSS2,,247.0,158.9603,5,4,0,1.5538,49.4,61.75,3,2,2,2,2,1,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,Public,JSS,JSS3,,223.0,158.9603,4,3,0,1.4029,55.75,74.3333,3,1,1,2,2,1,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,796.0,362.8443,14,7,0,2.1938,56.8571,113.7143,10,5,3,5,6,3,41.9
2024/2025,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,766.0,345.566,17,6,0,2.2167,45.0588,127.6667,12,6,2,6,8,4,41.9
