session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,26,0.190284,0,1,0,136.6378,0.0,26.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,25,0.183236,1,1,0,136.436,25.0,25.0,1,1,1,1,1,1,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,25,0.177363,1,1,0,140.9538,25.0,25.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,24,0.172665,1,1,0,138.9975,24.0,24.0,1,1,1,1,1,1,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,24,0.173869,0,1,0,138.0349,0.0,24.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,24,0.173869,1,1,0,138.0349,24.0,24.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,25,0.192666,0,1,0,129.7582,0.0,25.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 2,,24,0.184442,1,1,0,130.1222,24.0,24.0,1,1,1,1,1,1,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 3,,24,0.179743,1,1,0,133.524,24.0,24.0,1,1,1,1,1,1,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 4,,24,0.173869,1,1,0,138.0349,24.0,24.0,1,1,1,1,1,1,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 5,,24,0.175044,0,1,0,137.1084,0.0,24.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 6,,24,0.175044,1,1,0,137.1084,24.0,24.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,26,0.190284,0,1,0,136.6378,0.0,26.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,25,0.183236,1,1,0,136.436,25.0,25.0,1,1,1,1,1,1,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,25,0.177363,0,1,0,140.9538,0.0,25.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,24,0.172665,1,1,0,138.9975,24.0,24.0,1,1,1,1,1,1,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,24,0.173869,1,1,0,138.0349,24.0,24.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,24,0.173869,1,1,0,138.0349,24.0,24.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,25,0.192666,0,1,0,129.7582,0.0,25.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 2,,24,0.184442,1,1,0,130.1222,24.0,24.0,1,1,1,1,1,1,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 3,,24,0.179743,1,1,0,133.524,24.0,24.0,1,1,1,1,1,1,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 4,,24,0.173869,1,1,0,138.0349,24.0,24.0,1,1,1,1,1,1,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 5,,24,0.175044,1,1,0,137.1084,24.0,24.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 6,,24,0.175044,1,1,0,137.1084,24.0,24.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,28,0.287,0,1,0,97.561,0.0,28.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,27,0.277018,0,1,0,97.4666,0.0,27.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,27,0.267035,0,1,0,101.1103,0.0,27.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,27,0.259548,0,1,0,104.027,0.0,27.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,27,0.262044,0,1,0,103.0361,0.0,27.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,27,0.262044,0,1,0,103.0361,0.0,27.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,26,0.289496,0,1,0,89.8112,0.0,26.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Male,ALL,Private,Pre-Primary/Primary,Primary 2,,26,0.279513,0,1,0,93.0189,0.0,26.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,28,0.269577,0,1,0,103.8664,0.0,28.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Male,ALL,Private,Pre-Primary/Primary,Primary 4,,27,0.262089,0,1,0,103.0184,0.0,27.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Male,ALL,Private,Pre-Primary/Primary,Primary 5,,27,0.264585,0,1,0,102.0466,0.0,27.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Male,ALL,Private,Pre-Primary/Primary,Primary 6,,27,0.264585,0,1,0,102.0466,0.0,27.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,26,0.190284,0,1,0,136.6378,0.0,26.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,25,0.183236,1,1,0,136.436,25.0,25.0,1,1,1,1,1,1,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,25,0.177363,0,1,0,140.9538,0.0,25.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,24,0.172665,1,1,0,138.9975,24.0,24.0,1,1,1,1,1,1,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,24,0.173869,1,1,0,138.0349,24.0,24.0,1,0,1,0,0,0,47.0
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,24,0.173869,1,1,0,138.0349,24.0,24.0,1,0,1,0,0,0,47.0
