session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,3,0.0,1,1,0,0.0,3.0,3.0,0,1,2,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,0,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,3,0.0,1,1,0,0.0,3.0,3.0,0,1,2,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,0,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Central Primary School,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,3,0.0,1,1,0,0.0,3.0,3.0,0,1,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,2,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,0,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,3,0.0,1,1,0,0.0,3.0,3.0,0,1,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,2,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,0,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,,2,0.0,1,1,0,0.0,2.0,2.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0.0,1,1,0,0.0,1.0,1.0,0,0,2,1,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,1,0.0,1,1,0,0.0,1.0,1.0,0,1,1,1,0,1,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,1,0.0,1,1,0,0.0,1.0,1.0,0,0,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,1,0.0,1,1,0,0.0,1.0,1.0,0,0,0,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,1,0.0,1,1,0,0.0,1.0,1.0,0,1,1,0,0,0,14.4
2024/2025,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,1,0.0,1,1,0,0.0,1.0,1.0,0,0,1,0,0,0,14.4
