session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Adult & Non-Formal Centre, Bahuli",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0.0,1202.5696,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Adult & Non-Formal Centre, Bahuli",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0.0,1202.5696,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Adult & Non-Formal Centre, Bahuli",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0.0,79.4802,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Adult & Non-Formal Centre, Bahuli",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0.0,79.4802,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,400.0,443.8424,13,3,0,0.9012,30.7692,133.3333,7,4,2,6,7,4,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,385.0,425.6522,12,3,0,0.9045,32.0833,128.3333,7,4,2,5,6,4,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,374.0,414.738,13,3,0,0.9018,28.7692,124.6667,7,4,2,6,7,4,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,363.0,403.8238,11,3,0,0.8989,33.0,121.0,6,4,2,5,6,4,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,364.0,403.8238,11,3,0,0.9014,33.0909,121.3333,6,4,2,5,6,4,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,364.0,403.8238,14,3,0,0.9014,26.0,121.3333,8,5,2,6,7,5,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Public,JSS,JSS1,JSS1,730.0,0.0,9,10,0,0.0,81.1111,73.0,5,3,5,4,5,3,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Public,JSS,JSS2,,607.0,545.9942,7,9,0,1.1117,86.7143,67.4444,4,2,5,3,4,2,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Public,JSS,JSS3,,552.0,0.0,7,8,0,0.0,78.8571,69.0,4,2,4,3,4,2,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,934.0,425.0462,24,18,0,2.1974,38.9167,51.8889,13,8,9,10,13,8,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,898.0,411.2235,21,18,0,2.1837,42.7619,49.8889,11,7,9,9,11,7,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Public,Pre-Primary/Primary,Primary 3,,871.0,397.4009,27,17,0,2.1917,32.2593,51.2353,15,9,9,12,14,9,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Public,Pre-Primary/Primary,Primary 4,,845.0,387.0339,19,17,0,2.1833,44.4737,49.7059,10,6,9,8,10,6,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Public,Pre-Primary/Primary,Primary 5,,851.0,387.0339,21,17,0,2.1988,40.5238,50.0588,11,7,9,9,11,7,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Public,Pre-Primary/Primary,Primary 6,,850.0,387.0339,23,17,0,2.1962,36.9565,50.0,13,8,9,10,12,8,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Public,SSS,SSS1,SSS1,649.0,86.3915,11,3,0,7.5123,59.0,216.3333,6,4,2,5,6,4,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Public,SSS,SSS2,,492.0,86.3915,8,2,0,5.695,61.5,246.0,4,3,1,3,4,3,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,Public,SSS,SSS3,,607.0,86.3915,9,3,558,7.0262,67.4444,202.3333,5,3,2,4,5,3,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,418.0,443.8424,13,3,0,0.9418,32.1538,139.3333,7,4,2,6,7,4,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,Private,Pre-Primary/Primary,Primary 2,,401.0,425.6522,13,3,0,0.9421,30.8462,133.6667,7,4,2,6,7,4,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,389.0,414.738,13,3,0,0.9379,29.9231,129.6667,7,4,2,6,7,4,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,Private,Pre-Primary/Primary,Primary 4,,377.0,403.8238,11,3,0,0.9336,34.2727,125.6667,6,4,2,5,6,4,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,Private,Pre-Primary/Primary,Primary 5,,380.0,403.8238,11,3,0,0.941,34.5455,126.6667,6,4,2,5,6,4,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,Private,Pre-Primary/Primary,Primary 6,,380.0,403.8238,14,3,0,0.941,27.1429,126.6667,8,5,2,6,7,5,44.93
2024/2025,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,Public,JSS,JSS1,JSS1,732.0,0.0,8,10,0,0.0,91.5,73.2,4,3,5,3,4,3,44.93
