session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,South South,Edo,Esan Central,Ewu I,"Adult & Non-Formal Centre, Ewu I",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Adult & Non-Formal Centre, Ewu I",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Adult & Non-Formal Centre, Ewu I",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Adult & Non-Formal Centre, Ewu I",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,135,0.356,3,2,0,379.2135,45.0,67.5,4,2,2,3,0,1,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,129,0.342,3,2,0,377.193,43.0,64.5,6,2,3,3,0,2,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,126,0.332,2,2,0,379.5181,63.0,63.0,4,2,2,5,0,2,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,122,0.322,3,2,0,378.882,40.6667,61.0,4,1,3,2,0,2,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,123,0.324,3,2,0,379.6296,41.0,61.5,4,1,4,2,0,1,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,123,0.324,3,2,0,379.6296,41.0,61.5,4,1,2,4,0,1,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Public,JSS,JSS1,JSS1,297,0.0,6,6,0,0.0,49.5,49.5,5,2,4,2,0,1,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Public,JSS,JSS2,,369,0.0,7,7,0,0.0,52.7143,52.7143,5,1,8,4,0,2,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Public,JSS,JSS3,,320,0.0,4,6,0,0.0,80.0,53.3333,5,1,8,3,0,2,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,313,0.178,7,2,0,1758.427,44.7143,156.5,9,2,5,3,0,1,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,301,0.171,6,2,0,1760.2339,50.1667,150.5,9,2,6,3,0,3,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Public,Pre-Primary/Primary,Primary 3,,292,0.166,4,2,0,1759.0361,73.0,146.0,7,3,3,4,0,3,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Public,Pre-Primary/Primary,Primary 4,,283,0.161,5,2,0,1757.764,56.6,141.5,4,1,6,5,0,1,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Public,Pre-Primary/Primary,Primary 5,,285,0.162,7,2,0,1759.2593,40.7143,142.5,5,2,3,7,0,2,14.4
2024/2025,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,Public,Pre-Primary/Primary,Primary 6,,285,0.162,5,2,0,1759.2593,57.0,142.5,6,3,5,5,0,3,14.4
