session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,North West,Kaduna,Jema'A,Asso,"Adult & Non-Formal Centre, Asso",Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,2160,8.0,175,22,0,270.0,12.3429,98.1818,130,15,396,72,7,94,14.4
2024/2025,North West,Kaduna,Jema'A,Asso,"Adult & Non-Formal Centre, Asso",Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,2739,8.0,175,28,0,342.375,15.6514,97.8214,130,15,396,72,7,94,14.4
2024/2025,North West,Kaduna,Jema'A,Asso,"Adult & Non-Formal Centre, Asso",Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,174,8.0,175,2,0,21.75,0.9943,87.0,130,15,396,72,7,94,14.4
2024/2025,North West,Kaduna,Jema'A,Asso,"Adult & Non-Formal Centre, Asso",Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,231,8.0,175,2,0,28.875,1.32,115.5,130,15,396,72,7,94,14.4
2024/2025,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,700,2.314,17,12,0,302.5065,41.1765,58.3333,23,2,13,13,0,7,14.4
2024/2025,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,673,2.223,14,12,0,302.744,48.0714,56.0833,22,2,16,9,0,11,14.4
2024/2025,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,653,2.158,16,11,0,302.595,40.8125,59.3636,20,3,15,13,0,11,14.4
2024/2025,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,633,2.093,13,11,0,302.4367,48.6923,57.5455,10,2,15,12,0,11,14.4
2024/2025,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,637,2.106,14,11,0,302.4691,45.5,57.9091,15,1,12,12,1,8,14.4
2024/2025,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,637,2.106,16,11,0,302.4691,39.8125,57.9091,12,3,11,8,1,6,14.4
2024/2025,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Female,ALL,Public,JSS,JSS1,JSS1,634,1.0,13,3,0,634.0,48.7692,211.3333,11,1,20,3,1,6,14.4
2024/2025,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Female,ALL,Public,JSS,JSS2,,589,1.0,10,3,0,589.0,58.9,196.3333,11,1,21,6,1,6,14.4
2024/2025,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Female,ALL,Public,JSS,JSS3,,586,1.0,11,3,0,586.0,53.2727,195.3333,9,1,21,7,0,7,14.4
