session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,138,416,301,126,116,6,0,115,175,10,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,63,189,137,57,53,3,0,52,80,4,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,50,151,109,46,42,2,0,42,63,4,1.8
2022/2023,Female,ALL,NECO,University,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,65,194,141,59,54,3,0,53,82,5,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,29,88,64,27,25,1,0,24,37,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,24,71,51,21,20,1,0,20,30,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,20,60,44,18,17,1,0,16,26,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,9,27,20,8,8,0,0,7,12,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,9,27,20,8,8,0,0,7,12,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,1,2,1,1,0,0,0,1,0,1,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ibiwe/ Iwegie/ Ugbague,South South,Edo,Oredo,Ibiwe/ Iwegie/ Ugbague,,204,612,443,186,170,9,0,169,257,16,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ibiwe/ Iwegie/ Ugbague,South South,Edo,Oredo,Ibiwe/ Iwegie/ Ugbague,,93,278,201,84,78,4,0,77,117,6,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ibiwe/ Iwegie/ Ugbague,South South,Edo,Oredo,Ibiwe/ Iwegie/ Ugbague,,74,223,161,67,62,3,0,62,94,5,1.8
