session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Mpu,South East,Enugu,Aninri,Mpu,,10,30,22,9,9,0,0,8,13,0,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Mpu,South East,Enugu,Aninri,Mpu,,4,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Mpu,South East,Enugu,Aninri,Mpu,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,ALL,NECO,University,ward,Mpu,South East,Enugu,Aninri,Mpu,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Mpu,South East,Enugu,Aninri,Mpu,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Mpu,South East,Enugu,Aninri,Mpu,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Mpu,South East,Enugu,Aninri,Mpu,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Mpu,South East,Enugu,Aninri,Mpu,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Mpu,South East,Enugu,Aninri,Mpu,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Mpu,South East,Enugu,Aninri,Mpu,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,ALL,NECO,University,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,1,2,1,1,0,0,0,1,0,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,1,2,1,1,0,0,0,1,0,1,1.8
