session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,817,2450,1773,743,682,38,0,677,1030,61,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,371,1114,806,338,310,17,0,308,468,28,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,297,891,645,270,248,14,0,246,375,22,1.8
2022/2023,Female,ALL,NECO,University,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,382,1146,829,347,319,18,0,317,482,28,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,174,521,377,158,145,8,0,144,219,13,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,139,417,302,126,116,6,0,115,176,10,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,119,356,257,108,99,5,0,99,149,9,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,54,162,117,49,45,2,0,45,68,4,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,43,129,94,39,36,2,0,35,55,3,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,53,159,115,48,44,2,0,44,67,4,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,24,72,52,22,20,1,0,20,30,2,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,19,58,42,18,16,1,0,16,24,2,1.8
2022/2023,Female,Disabled,NECO,University,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,25,74,54,23,21,1,0,20,31,2,1.8
