session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,38,113,81,34,31,2,0,32,47,3,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,17,51,37,16,14,1,0,14,21,2,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,14,41,30,12,11,1,0,11,18,1,1.8
2022/2023,Female,ALL,NECO,University,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,18,53,38,16,15,1,0,15,22,1,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,6,19,14,6,5,0,0,5,8,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Pali,North East,Bauchi,Alkaleri,Pali,,20,60,43,18,17,1,0,17,25,1,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Pali,North East,Bauchi,Alkaleri,Pali,,9,27,20,8,8,0,0,7,12,0,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Pali,North East,Bauchi,Alkaleri,Pali,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,ALL,NECO,University,ward,Pali,North East,Bauchi,Alkaleri,Pali,,9,28,20,8,8,0,0,8,12,0,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Pali,North East,Bauchi,Alkaleri,Pali,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Pali,North East,Bauchi,Alkaleri,Pali,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Pali,North East,Bauchi,Alkaleri,Pali,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Pali,North East,Bauchi,Alkaleri,Pali,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Pali,North East,Bauchi,Alkaleri,Pali,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Pali,North East,Bauchi,Alkaleri,Pali,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Pali,North East,Bauchi,Alkaleri,Pali,,1,2,1,1,0,0,0,1,0,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Pali,North East,Bauchi,Alkaleri,Pali,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Pali,North East,Bauchi,Alkaleri,Pali,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Pali,North East,Bauchi,Alkaleri,Pali,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Pali,North East,Bauchi,Alkaleri,Pali,,0,1,0,0,0,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Pali,North East,Bauchi,Alkaleri,Pali,,0,1,0,0,0,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Pali,North East,Bauchi,Alkaleri,Pali,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Pali,North East,Bauchi,Alkaleri,Pali,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Gar,North East,Bauchi,Alkaleri,Gar,,22,65,47,20,18,1,0,18,27,2,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Gar,North East,Bauchi,Alkaleri,Gar,,10,30,22,9,8,0,0,8,13,1,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Gar,North East,Bauchi,Alkaleri,Gar,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Female,ALL,NECO,University,ward,Gar,North East,Bauchi,Alkaleri,Gar,,10,31,22,9,9,0,0,9,13,0,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Gar,North East,Bauchi,Alkaleri,Gar,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Gar,North East,Bauchi,Alkaleri,Gar,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Gar,North East,Bauchi,Alkaleri,Gar,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Gar,North East,Bauchi,Alkaleri,Gar,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Gar,North East,Bauchi,Alkaleri,Gar,,1,3,3,1,1,0,0,0,2,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Gar,North East,Bauchi,Alkaleri,Gar,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Gar,North East,Bauchi,Alkaleri,Gar,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Gar,North East,Bauchi,Alkaleri,Gar,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Gar,North East,Bauchi,Alkaleri,Gar,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Gar,North East,Bauchi,Alkaleri,Gar,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Gar,North East,Bauchi,Alkaleri,Gar,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Gar,North East,Bauchi,Alkaleri,Gar,,0,1,0,0,0,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Gar,North East,Bauchi,Alkaleri,Gar,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Gar,North East,Bauchi,Alkaleri,Gar,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Gwaram,North East,Bauchi,Alkaleri,Gwaram,,19,58,42,18,16,1,0,16,24,2,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Gwaram,North East,Bauchi,Alkaleri,Gwaram,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Gwaram,North East,Bauchi,Alkaleri,Gwaram,,7,21,15,6,6,0,0,6,9,0,1.8
