session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,19,57,41,17,16,1,0,16,24,1,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,ALL,NECO,University,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,9,27,19,8,7,0,0,8,11,1,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,3,8,6,3,2,0,0,2,3,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,1,2,1,1,0,0,0,1,0,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,1,2,1,1,0,0,0,1,0,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,0,1,0,0,0,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,0,1,0,0,0,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Auyo,North West,Jigawa,Auyo,Auyo,,21,64,46,19,18,1,0,18,27,1,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Auyo,North West,Jigawa,Auyo,Auyo,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Auyo,North West,Jigawa,Auyo,Auyo,,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Female,ALL,NECO,University,ward,Auyo,North West,Jigawa,Auyo,Auyo,,10,30,22,9,8,0,0,8,13,1,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Auyo,North West,Jigawa,Auyo,Auyo,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Auyo,North West,Jigawa,Auyo,Auyo,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Auyo,North West,Jigawa,Auyo,Auyo,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Auyo,North West,Jigawa,Auyo,Auyo,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Auyo,North West,Jigawa,Auyo,Auyo,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Auyo,North West,Jigawa,Auyo,Auyo,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Auyo,North West,Jigawa,Auyo,Auyo,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Auyo,North West,Jigawa,Auyo,Auyo,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Auyo,North West,Jigawa,Auyo,Auyo,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Auyo,North West,Jigawa,Auyo,Auyo,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Auyo,North West,Jigawa,Auyo,Auyo,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Auyo,North West,Jigawa,Auyo,Auyo,,0,1,0,0,0,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Auyo,North West,Jigawa,Auyo,Auyo,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Auyo,North West,Jigawa,Auyo,Auyo,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ayama,North West,Jigawa,Auyo,Ayama,,15,45,33,14,13,1,0,12,19,1,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ayama,North West,Jigawa,Auyo,Ayama,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ayama,North West,Jigawa,Auyo,Ayama,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,ALL,NECO,University,ward,Ayama,North West,Jigawa,Auyo,Ayama,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ayama,North West,Jigawa,Auyo,Ayama,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ayama,North West,Jigawa,Auyo,Ayama,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ayama,North West,Jigawa,Auyo,Ayama,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ayama,North West,Jigawa,Auyo,Ayama,,1,3,2,1,1,0,0,1,1,0,1.8
