session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,56,167,121,51,47,3,0,46,70,4,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,25,76,55,23,21,1,0,21,32,2,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,20,61,44,18,17,1,0,17,26,1,1.8
2022/2023,Female,ALL,NECO,University,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,26,78,57,24,22,1,0,21,33,2,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,9,28,21,9,8,0,0,7,12,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,8,24,18,7,7,0,0,6,11,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,0,1,0,0,0,0,0,1,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Eziama,South East,Abia,Aba North,Eziama,,72,215,155,65,60,3,0,60,90,5,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Eziama,South East,Abia,Aba North,Eziama,,33,98,71,30,27,1,0,27,41,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Eziama,South East,Abia,Aba North,Eziama,,26,78,57,24,22,1,0,21,33,2,1.8
2022/2023,Female,ALL,NECO,University,ward,Eziama,South East,Abia,Aba North,Eziama,,33,100,73,30,28,2,0,27,43,2,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Eziama,South East,Abia,Aba North,Eziama,,15,46,33,14,13,1,0,13,19,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Eziama,South East,Abia,Aba North,Eziama,,12,37,26,11,10,1,0,11,15,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Eziama,South East,Abia,Aba North,Eziama,,10,31,23,9,9,0,0,8,14,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Eziama,South East,Abia,Aba North,Eziama,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Eziama,South East,Abia,Aba North,Eziama,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Eziama,South East,Abia,Aba North,Eziama,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Eziama,South East,Abia,Aba North,Eziama,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Eziama,South East,Abia,Aba North,Eziama,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Eziama,South East,Abia,Aba North,Eziama,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Eziama,South East,Abia,Aba North,Eziama,,1,3,2,1,1,0,0,1,1,0,1.8
