session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,249,747,540,226,208,11,0,207,314,18,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,113,340,246,103,95,5,0,94,143,8,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,91,272,197,82,76,4,0,75,115,6,1.8
2022/2023,Female,ALL,NECO,University,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,116,349,253,106,97,5,0,96,147,9,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,53,159,115,48,44,2,0,44,67,4,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,42,127,92,39,35,2,0,35,53,4,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,36,108,78,33,30,2,0,30,45,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,16,49,36,15,14,1,0,13,21,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,13,39,29,12,11,1,0,10,17,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,16,49,35,15,14,1,0,14,20,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,6,18,13,5,5,0,0,5,8,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,8,23,16,7,6,0,0,7,9,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,3,8,6,3,2,0,0,2,3,1,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Elega,South West,Ogun,Abeokuta North,Elega,,142,425,308,129,118,6,0,117,179,11,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Elega,South West,Ogun,Abeokuta North,Elega,,64,193,140,59,54,3,0,53,81,5,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Elega,South West,Ogun,Abeokuta North,Elega,,52,155,112,47,43,2,0,43,65,4,1.8
2022/2023,Female,ALL,NECO,University,ward,Elega,South West,Ogun,Abeokuta North,Elega,,66,199,144,60,55,3,0,55,84,5,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Elega,South West,Ogun,Abeokuta North,Elega,,30,90,65,27,25,1,0,25,38,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Elega,South West,Ogun,Abeokuta North,Elega,,24,72,52,22,20,1,0,20,30,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Elega,South West,Ogun,Abeokuta North,Elega,,21,62,45,19,17,1,0,17,26,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Elega,South West,Ogun,Abeokuta North,Elega,,9,28,20,9,8,0,0,8,11,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Elega,South West,Ogun,Abeokuta North,Elega,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Elega,South West,Ogun,Abeokuta North,Elega,,9,28,20,8,8,0,0,8,12,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Elega,South West,Ogun,Abeokuta North,Elega,,4,13,9,4,3,0,0,4,5,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Elega,South West,Ogun,Abeokuta North,Elega,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Elega,South West,Ogun,Abeokuta North,Elega,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Elega,South West,Ogun,Abeokuta North,Elega,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Elega,South West,Ogun,Abeokuta North,Elega,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Elega,South West,Ogun,Abeokuta North,Elega,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Elega,South West,Ogun,Abeokuta North,Elega,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Elega,South West,Ogun,Abeokuta North,Elega,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,186,558,404,169,155,9,0,154,235,14,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,84,253,184,77,71,4,0,69,107,6,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,68,203,147,62,57,3,0,56,85,5,1.8
2022/2023,Female,ALL,NECO,University,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,87,261,189,79,73,4,0,72,110,6,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,40,119,86,36,33,2,0,33,50,3,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,32,95,69,29,26,1,0,26,40,3,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,27,81,59,25,23,1,0,22,34,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,12,37,27,11,10,1,0,10,16,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,4,13,10,4,4,0,0,3,6,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,203,610,441,185,170,9,0,169,256,15,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,92,277,201,84,77,4,0,76,117,7,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,74,222,160,67,62,3,0,62,93,5,1.8
2022/2023,Female,ALL,NECO,University,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,95,285,206,86,79,4,0,79,120,7,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,43,130,94,39,36,2,0,36,55,3,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,35,104,75,31,29,2,0,29,44,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,30,89,64,27,25,1,0,25,37,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,13,40,29,12,11,1,0,11,17,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,11,32,23,10,9,0,0,9,13,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,13,40,29,12,11,1,0,11,17,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,6,18,13,5,5,0,0,5,8,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,6,19,13,6,5,0,0,6,7,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,3,8,6,3,2,0,0,2,3,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,271,814,589,247,227,12,0,225,342,20,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,123,370,268,112,103,6,0,102,156,9,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,99,296,214,90,82,5,0,82,124,8,1.8
2022/2023,Female,ALL,NECO,University,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,127,381,275,115,106,6,0,106,160,9,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,58,173,125,52,48,3,0,48,73,4,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,46,138,100,42,39,2,0,38,58,3,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,39,118,85,36,33,2,0,33,49,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,18,54,39,16,15,1,0,15,23,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,18,53,38,16,15,1,0,15,22,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,6,19,14,6,5,0,0,5,8,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,8,25,18,7,7,0,0,7,11,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,1,3,3,1,1,0,0,0,2,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ake II,South West,Ogun,Abeokuta South,Ake II,,192,576,417,175,161,9,0,159,242,14,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ake II,South West,Ogun,Abeokuta South,Ake II,,87,262,189,79,73,4,0,73,110,6,1.8
