session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,392,1177,852,357,328,18,0,325,495,29,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,178,535,387,162,149,8,0,148,225,13,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,143,428,310,130,119,7,0,118,180,11,1.8
2022/2023,Female,ALL,NECO,University,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,184,551,398,167,153,8,0,153,231,14,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,83,250,181,76,70,4,0,69,105,6,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,67,200,145,61,56,3,0,55,84,5,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,57,171,124,52,48,3,0,47,72,4,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,26,78,56,24,22,1,0,22,32,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,21,62,45,19,17,1,0,17,26,2,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,26,77,55,23,21,1,0,22,32,2,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,12,35,25,11,10,1,0,10,14,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,9,28,20,8,8,0,0,8,12,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,487,1461,1057,443,407,22,0,404,614,36,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,221,664,481,201,185,10,0,183,280,16,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,177,531,385,161,148,8,0,146,224,13,1.8
2022/2023,Female,ALL,NECO,University,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,228,683,495,207,190,10,0,188,288,17,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,104,311,225,94,86,5,0,86,131,8,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,83,249,180,75,69,4,0,69,105,6,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,71,212,153,64,59,3,0,59,89,5,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,32,96,70,29,27,1,0,26,41,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,26,77,56,23,21,1,0,21,33,2,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,32,95,69,29,26,1,0,26,40,3,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,12,35,25,10,10,1,0,10,15,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,5,16,12,5,4,0,0,4,7,1,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,ALL,WAEC,University,ward,Doubeli,North East,Adamawa,Yola North,Doubeli,,475,1424,1030,432,397,22,0,394,598,35,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Doubeli,North East,Adamawa,Yola North,Doubeli,,216,647,468,196,180,10,0,179,272,16,1.8
