session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Alagba,South West,Osun,Osogbo,Alagba,,74,223,161,68,62,3,0,62,93,6,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Alagba,South West,Osun,Osogbo,Alagba,,34,101,73,31,28,2,0,28,42,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Alagba,South West,Osun,Osogbo,Alagba,,27,81,59,25,23,1,0,22,34,2,1.8
2022/2023,Female,ALL,NECO,University,ward,Alagba,South West,Osun,Osogbo,Alagba,,35,104,75,32,29,2,0,29,43,3,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Alagba,South West,Osun,Osogbo,Alagba,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Alagba,South West,Osun,Osogbo,Alagba,,13,38,27,11,11,1,0,11,16,0,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Alagba,South West,Osun,Osogbo,Alagba,,11,32,23,10,9,0,0,9,13,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Alagba,South West,Osun,Osogbo,Alagba,,5,15,11,4,4,0,0,4,7,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Alagba,South West,Osun,Osogbo,Alagba,,4,12,8,4,3,0,0,4,4,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Alagba,South West,Osun,Osogbo,Alagba,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Alagba,South West,Osun,Osogbo,Alagba,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Alagba,South West,Osun,Osogbo,Alagba,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Alagba,South West,Osun,Osogbo,Alagba,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Alagba,South West,Osun,Osogbo,Alagba,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Alagba,South West,Osun,Osogbo,Alagba,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Alagba,South West,Osun,Osogbo,Alagba,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Alagba,South West,Osun,Osogbo,Alagba,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Alagba,South West,Osun,Osogbo,Alagba,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,64,192,139,58,54,3,0,53,81,4,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,29,87,63,27,24,1,0,24,36,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,23,70,51,21,19,1,0,19,30,2,1.8
2022/2023,Female,ALL,NECO,University,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,30,90,65,27,25,1,0,25,38,2,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,14,41,30,12,11,1,0,11,18,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,11,33,24,10,9,0,0,9,14,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,9,28,20,8,8,0,0,8,12,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,0,1,0,0,0,0,0,1,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,79,237,172,72,66,4,0,65,100,6,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,36,108,78,33,30,2,0,30,45,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,29,86,62,26,24,1,0,24,36,2,1.8
2022/2023,Female,ALL,NECO,University,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,37,111,80,34,31,2,0,31,46,3,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,17,50,37,15,14,1,0,13,22,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,13,40,29,12,11,1,0,11,17,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,11,34,25,10,10,1,0,9,15,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,5,16,11,5,4,0,0,5,6,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,4,13,9,4,3,0,0,4,5,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,5,15,11,5,4,0,0,4,6,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,37,110,80,34,31,2,0,30,46,3,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,17,50,36,15,14,1,0,14,21,1,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,13,40,29,12,11,1,0,11,17,1,1.8
2022/2023,Female,ALL,NECO,University,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,17,52,37,16,15,1,0,15,21,1,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,8,23,17,7,7,0,0,6,10,0,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,6,19,14,6,5,0,0,5,8,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,167,501,362,151,139,8,0,139,211,12,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,76,228,165,69,63,3,0,63,96,6,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,61,182,132,55,51,3,0,50,77,4,1.8
2022/2023,Female,ALL,NECO,University,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,78,234,170,71,65,4,0,64,99,6,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,35,107,77,32,30,2,0,30,45,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,28,85,62,26,24,1,0,23,36,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,24,73,53,22,20,1,0,20,31,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,11,33,24,10,9,0,0,9,14,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,11,33,24,10,9,0,0,9,14,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,5,15,11,4,4,0,0,4,7,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,5,15,11,5,4,0,0,4,6,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,1,2,1,1,0,0,0,1,0,1,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,69,208,150,63,58,3,0,58,87,5,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,31,94,68,29,26,1,0,26,39,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,25,76,55,23,21,1,0,21,32,2,1.8
2022/2023,Female,ALL,NECO,University,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,32,97,70,30,27,1,0,27,40,3,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,12,35,26,11,10,1,0,9,15,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,10,30,22,9,8,0,0,8,13,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,4,13,10,4,4,0,0,3,6,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,2,5,4,1,1,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Biladu,South West,Osun,Ilesha East,Biladu,,71,214,155,65,60,3,0,59,90,5,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Biladu,South West,Osun,Ilesha East,Biladu,,32,97,70,29,27,1,0,27,41,2,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Biladu,South West,Osun,Ilesha East,Biladu,,26,78,56,24,22,1,0,22,32,2,1.8
2022/2023,Female,ALL,NECO,University,ward,Biladu,South West,Osun,Ilesha East,Biladu,,33,100,72,30,28,2,0,28,42,2,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Biladu,South West,Osun,Ilesha East,Biladu,,15,46,33,14,13,1,0,13,19,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Biladu,South West,Osun,Ilesha East,Biladu,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Biladu,South West,Osun,Ilesha East,Biladu,,10,31,22,9,9,0,0,9,13,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Biladu,South West,Osun,Ilesha East,Biladu,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Biladu,South West,Osun,Ilesha East,Biladu,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Biladu,South West,Osun,Ilesha East,Biladu,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Biladu,South West,Osun,Ilesha East,Biladu,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Biladu,South West,Osun,Ilesha East,Biladu,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Biladu,South West,Osun,Ilesha East,Biladu,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Biladu,South West,Osun,Ilesha East,Biladu,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Biladu,South West,Osun,Ilesha East,Biladu,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Biladu,South West,Osun,Ilesha East,Biladu,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Biladu,South West,Osun,Ilesha East,Biladu,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Biladu,South West,Osun,Ilesha East,Biladu,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,79,237,172,72,66,4,0,65,100,6,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,36,108,78,33,30,2,0,30,45,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,29,86,62,26,24,1,0,24,36,2,1.8
2022/2023,Female,ALL,NECO,University,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,37,111,80,34,31,2,0,31,46,3,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,17,50,36,15,14,1,0,14,21,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,13,40,29,12,11,1,0,11,17,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,11,34,25,10,10,1,0,9,15,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,5,16,11,5,4,0,0,5,6,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,4,13,9,4,3,0,0,4,5,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,5,15,11,5,4,0,0,4,6,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,1,3,2,1,1,0,0,1,1,0,1.8
