session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,130,389,282,118,108,6,0,107,164,10,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,59,177,128,54,49,3,0,49,74,5,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,47,142,102,43,39,2,0,40,59,4,1.8
2022/2023,Female,ALL,NECO,University,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,61,182,132,55,51,3,0,50,77,4,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,28,83,60,25,23,1,0,23,35,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,22,66,48,20,18,1,0,18,28,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,19,57,41,17,16,1,0,16,24,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,8,25,18,8,7,0,0,7,10,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,4,12,8,3,3,0,0,4,5,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,2,5,4,2,1,0,0,1,2,1,1.8
