session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,135,405,293,123,113,6,0,112,170,10,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,61,184,133,56,51,3,0,51,77,5,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,49,147,107,45,41,2,0,40,62,4,1.8
2022/2023,Female,ALL,NECO,University,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,63,189,137,57,53,3,0,52,80,4,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,29,86,62,26,24,1,0,24,36,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,23,69,50,21,19,1,0,19,29,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,20,59,43,18,16,1,0,16,25,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,9,27,19,8,7,0,0,8,11,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,1,2,1,1,0,0,0,1,0,1,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,157,471,340,143,131,7,0,131,197,12,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,71,214,155,65,60,3,0,59,90,5,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,57,171,124,52,48,3,0,47,72,4,1.8
2022/2023,Female,ALL,NECO,University,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,73,220,159,67,61,3,0,61,92,6,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,33,100,72,30,28,2,0,28,42,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,27,80,58,24,22,1,0,22,34,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,23,68,49,21,19,1,0,19,28,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,10,31,22,9,9,0,0,9,13,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,8,25,18,8,7,0,0,7,10,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,10,31,22,9,9,0,0,9,13,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,113,337,244,102,94,5,0,93,142,8,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,51,153,111,46,43,2,0,42,65,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,41,123,89,37,34,2,0,34,52,3,1.8
2022/2023,Female,ALL,NECO,University,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,53,158,114,48,44,2,0,44,66,4,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,24,72,52,22,20,1,0,20,30,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,19,57,42,17,16,1,0,15,25,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,16,49,35,15,14,1,0,14,20,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,6,18,13,5,5,0,0,5,8,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,126,378,273,115,105,6,0,105,158,10,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,57,172,124,52,48,3,0,48,72,4,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,46,137,99,42,38,2,0,38,57,4,1.8
2022/2023,Female,ALL,NECO,University,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,59,177,128,54,49,3,0,49,74,5,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,27,80,58,24,22,1,0,22,34,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,21,64,47,19,18,1,0,17,28,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,18,55,40,17,15,1,0,15,23,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,8,25,18,8,7,0,0,7,10,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,7,20,14,6,6,0,0,6,8,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,8,25,18,7,7,0,0,7,11,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,125,377,273,114,105,6,0,104,159,9,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,57,171,124,52,48,3,0,47,72,4,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,46,137,99,42,38,2,0,38,57,4,1.8
2022/2023,Female,ALL,NECO,University,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,59,176,128,53,49,3,0,48,75,4,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,27,80,58,24,22,1,0,22,34,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,21,64,46,19,18,1,0,18,27,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,18,55,40,17,15,1,0,15,23,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,8,25,18,8,7,0,0,7,10,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,7,20,14,6,6,0,0,6,8,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,8,24,18,7,7,0,0,6,11,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,1,4,3,1,1,0,0,1,2,0,1.8
