session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,47,139,101,42,39,2,0,38,59,3,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,21,63,46,19,18,1,0,17,27,1,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,17,51,37,15,14,1,0,14,22,1,1.8
2022/2023,Female,ALL,NECO,University,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,22,65,47,20,18,1,0,18,27,2,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,10,30,21,9,8,0,0,9,12,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,1,4,3,1,1,0,0,1,2,0,1.8
