session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,146,438,317,133,122,7,0,121,184,11,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,66,199,144,60,55,3,0,55,84,5,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,53,159,115,48,44,2,0,44,67,4,1.8
2022/2023,Female,ALL,NECO,University,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,68,205,148,62,57,3,0,57,86,5,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,31,93,67,28,26,1,0,26,39,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,25,74,54,23,21,1,0,20,31,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,21,64,46,19,18,1,0,18,27,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,9,28,21,9,8,0,0,7,12,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,4,13,10,4,4,0,0,3,6,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,2,6,4,2,2,0,0,2,2,0,1.8
