session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,99,298,216,90,83,5,0,82,126,7,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,45,135,98,41,38,2,0,37,57,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,36,108,78,33,30,2,0,30,45,3,1.8
2022/2023,Female,ALL,NECO,University,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,46,139,101,42,39,2,0,38,59,3,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,21,63,46,19,18,1,0,17,27,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,17,51,37,15,14,1,0,14,22,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,7,20,14,6,5,0,0,6,8,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,5,16,11,5,4,0,0,5,6,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,6,19,14,6,5,0,0,5,8,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,3,9,7,3,3,0,0,2,4,0,1.8
