session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,297,891,644,270,248,14,0,247,374,22,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,135,405,293,123,113,6,0,112,170,10,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,108,324,234,98,90,5,0,90,136,8,1.8
2022/2023,Female,ALL,NECO,University,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,139,417,301,126,116,6,0,116,175,10,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,63,189,137,57,53,3,0,52,80,4,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,51,151,110,46,42,2,0,41,64,4,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,43,129,94,39,36,2,0,35,55,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,20,59,43,18,16,1,0,16,25,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,19,58,42,18,16,1,0,16,24,2,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,9,27,20,8,8,0,0,7,12,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,3,8,6,3,2,0,0,2,3,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,290,870,629,264,242,13,0,241,365,22,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,132,395,286,120,110,6,0,109,166,10,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,106,316,229,96,88,5,0,87,133,8,1.8
2022/2023,Female,ALL,NECO,University,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,136,407,294,123,113,6,0,113,171,10,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,62,185,134,56,52,3,0,51,78,4,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,49,148,107,45,41,2,0,41,62,4,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,42,126,91,38,35,2,0,35,53,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,19,57,42,17,16,1,0,15,25,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,15,46,33,14,13,1,0,13,19,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,19,57,41,17,16,1,0,16,24,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,341,1022,739,310,285,16,0,283,429,25,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,155,465,336,141,129,7,0,129,195,12,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,124,372,269,113,104,6,0,103,156,9,1.8
2022/2023,Female,ALL,NECO,University,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,159,478,346,145,133,7,0,132,201,12,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,72,217,157,66,61,3,0,60,91,5,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,58,174,126,53,48,3,0,48,73,5,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,49,148,107,45,41,2,0,41,62,4,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,22,67,49,20,19,1,0,18,29,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,18,54,39,16,15,1,0,15,23,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,22,66,48,20,19,1,0,18,28,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,10,30,22,9,8,0,0,8,13,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,10,31,22,9,9,0,0,9,13,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,462,1385,1002,420,386,21,0,383,582,34,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,210,629,456,191,175,10,0,173,265,16,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,168,504,364,153,140,8,0,140,211,13,1.8
2022/2023,Female,ALL,NECO,University,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,216,648,469,196,180,10,0,179,273,16,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,98,294,213,89,82,5,0,81,124,7,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,79,236,170,71,66,4,0,66,99,5,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,67,201,145,61,56,3,0,56,84,5,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,30,91,66,28,25,1,0,25,38,3,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,24,73,53,22,20,1,0,20,31,2,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,30,90,65,27,25,1,0,25,38,2,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,14,41,30,12,11,1,0,11,18,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,11,33,24,10,9,0,0,9,14,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,14,42,30,13,12,1,0,12,17,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,6,19,14,6,5,0,0,5,8,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,5,15,11,5,4,0,0,4,6,1,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,457,1372,993,416,382,21,0,379,577,34,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,208,623,451,189,174,10,0,172,262,15,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,166,499,361,151,139,8,0,138,210,12,1.8
2022/2023,Female,ALL,NECO,University,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,214,642,464,194,179,10,0,178,270,15,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,97,292,211,88,81,4,0,81,123,7,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,78,233,169,71,65,4,0,64,98,6,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,66,199,144,60,55,3,0,55,84,5,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,30,90,65,27,25,1,0,25,38,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,24,72,52,22,20,1,0,20,30,2,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,30,89,65,27,25,1,0,24,38,2,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,14,41,29,12,11,1,0,12,17,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,11,32,23,10,9,0,0,9,13,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,14,42,30,13,12,1,0,12,17,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,6,19,14,6,5,0,0,5,8,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,5,15,11,5,4,0,0,4,6,1,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Elelenwo (3B),South South,Rivers,Obio/Akpor,Elelenwo (3B),,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Oro-Igwe,South South,Rivers,Obio/Akpor,Oro-Igwe,,378,1134,820,344,316,17,0,314,476,28,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Oro-Igwe,South South,Rivers,Obio/Akpor,Oro-Igwe,,172,515,373,156,144,8,0,142,217,12,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Oro-Igwe,South South,Rivers,Obio/Akpor,Oro-Igwe,,137,412,298,125,115,6,0,114,173,10,1.8
2022/2023,Female,ALL,NECO,University,ward,Oro-Igwe,South South,Rivers,Obio/Akpor,Oro-Igwe,,177,530,384,161,148,8,0,146,223,13,1.8
