session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,506,1517,1098,460,422,23,0,419,638,38,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,230,690,499,209,192,11,0,191,290,17,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,184,552,399,167,154,8,0,153,232,13,1.8
2022/2023,Female,ALL,NECO,University,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,237,710,514,215,198,11,0,196,299,17,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,108,323,233,98,90,5,0,90,135,8,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,86,258,187,78,72,4,0,71,109,6,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,73,220,159,67,61,3,0,61,92,6,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,33,100,72,30,28,2,0,28,42,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,27,80,58,24,22,1,0,22,34,2,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,33,99,71,30,27,1,0,28,41,3,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,15,45,32,14,12,1,0,13,18,2,1.8
