session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,497,7,71.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,75,1,75.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,305,4,76.2
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,0,0,0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,312,5,62.4
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,0,0,0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,75,1,75.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,9,1,9.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,226,4,56.5
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,0,0,0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,72,1,72.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,9,1,9.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,58,1,58.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,5,1,5.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,0,0,0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,2,1,2.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,39,1,39.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,3,1,3.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,0,0,0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,1,1,1.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,1015,14,72.5
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,76,1,76.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,456,6,76.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,82,1,82.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,407,6,67.8
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,0,0,0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,146,2,73.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,9,1,9.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,370,6,61.7
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,0,0,0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,74,1,74.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,9,1,9.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,115,2,57.5
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,5,1,5.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,83,2,41.5
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,2,1,2.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,38,1,38.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,3,1,3.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,0,0,0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Pali,North East,Bauchi,Alkaleri,Pali,,1,1,1.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,1525,21,72.6
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,114,2,57.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,471,6,78.5
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,164,3,54.7
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,394,6,65.7
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,0,0,0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,217,4,54.2
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,9,1,9.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,449,7,64.1
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,0,0,0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,148,3,49.3
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,9,1,9.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,114,2,57.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,5,1,5.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,80,2,40.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,2,1,2.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,39,1,39.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,3,1,3.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,0,0,0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Gar,North East,Bauchi,Alkaleri,Gar,,1,1,1.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Gwaram,North East,Bauchi,Alkaleri,Gwaram,,636,9,70.7
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Gwaram,North East,Bauchi,Alkaleri,Gwaram,,38,1,38.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Gwaram,North East,Bauchi,Alkaleri,Gwaram,,315,4,78.8
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Gwaram,North East,Bauchi,Alkaleri,Gwaram,,0,0,0
