session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,6171,183,33.7213
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,396,12,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,2178,57,38.2105
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,132,3,44.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,1914,45,42.5333
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,132,3,44.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,660,18,36.6667
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,33,1,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,1815,57,31.8421
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,132,4,33.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,627,19,33.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,33,1,33.0
