session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,26387,385,68.5
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,1827,25,73.1
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,9707,136,71.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,700,9,77.8
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,8888,132,67.3
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,622,9,69.1
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,2853,41,69.6
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,230,3,76.7
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,7694,125,61.6
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,475,7,67.9
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,3063,45,68.1
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,233,4,58.2
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,1799,31,58.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,131,3,43.7
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,532,9,59.1
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,65,1,65.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,914,16,57.1
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,62,1,62.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,449,7,64.1
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,0,0,0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,52521,761,69.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,3606,50,72.1
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,14211,198,71.8
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,1049,14,74.9
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,18368,266,69.1
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,1278,17,75.2
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,5090,72,70.7
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,386,6,64.3
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,11185,179,62.5
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,721,11,65.5
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,4446,63,70.6
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,398,6,66.3
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,2622,44,59.6
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,134,2,67.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,1323,22,60.1
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,65,1,65.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,2327,39,59.7
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,127,2,63.5
