session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,10397,206,50.5
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,804,15,53.6
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,3903,73,53.5
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,263,5,52.6
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,3731,75,49.7
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,241,4,60.2
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,1078,20,53.9
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,86,2,43.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,2225,53,42.0
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,164,4,41.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,882,17,51.9
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,76,2,38.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,554,14,39.6
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,44,1,44.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,181,4,45.2
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,17,1,17.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,471,12,39.2
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,0,0,0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,149,4,37.2
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,7,1,7.0
