session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,5511,155,35.5548
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,363,10,36.3
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,1947,54,36.0556
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,132,4,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,1716,48,35.75
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,99,3,33.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,594,13,45.6923
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,33,1,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,1617,37,43.7027
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,99,2,49.5
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,561,14,40.0714
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,396,12,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,132,3,44.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,297,6,49.5
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,99,2,49.5
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,5841,131,44.5878
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,396,9,44.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,2046,48,42.625
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,132,3,44.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,1815,52,34.9038
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,132,4,33.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,627,19,33.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,33,1,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,1716,40,42.9
