session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,5940,158,37.5949
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,396,11,36.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,2079,67,31.0299
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,132,4,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,1848,48,38.5
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,132,3,44.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,660,20,33.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,33,1,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,1749,51,34.2941
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,99,3,33.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,627,14,44.7857
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,396,10,39.6
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,132,3,44.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,297,9,33.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,99,3,33.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Galadima,North West,Zamfara,Gusau,Galadima,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Mada,North West,Zamfara,Gusau,Mada,,4917,117,42.0256
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Mada,North West,Zamfara,Gusau,Mada,,330,8,41.25
