session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Buratai,North East,Borno,Biu,Buratai,,77,2,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,64,1,28.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,64,1,28.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Alau,North East,Borno,Jere,Alau,,115,2,34.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,64,1,28.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,52,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,76,1,34.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,38,1,34.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,38,1,34.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,52,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,90,2,26.6667
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,76,1,34.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,77,2,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,77,2,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Buratai,North East,Borno,Biu,Buratai,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,64,1,28.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,52,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,103,2,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,102,2,30.3333
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Alau,North East,Borno,Jere,Alau,,64,1,28.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,38,1,34.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,64,1,28.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,26,1,11.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,52,2,15.3333
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,13,1,12.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,13,1,12.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,53,2,15.6667
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,76,1,34.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,76,1,34.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,90,2,26.6667
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,52,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,52,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,77,2,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Alau,North East,Borno,Jere,Alau,,38,1,34.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,115,2,34.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,64,1,28.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,79,2,17.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,90,2,20.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,102,2,30.3333
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,38,1,34.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,76,1,34.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,26,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,64,1,28.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,26,1,23.0
2022/2023,Female,ALL,Private,JSS,,,Unqualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,237,3,42.2
2022/2023,Female,ALL,Private,JSS,,,Unqualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,388,5,43.25
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,338,4,43.0
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,ward,Dugja,North East,Borno,Biu,Dugja,,388,5,43.25
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,422,5,41.7778
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,237,3,42.2
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,304,3,45.1667
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,ward,Alau,North East,Borno,Jere,Alau,,338,4,43.0
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,338,4,43.0
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,338,4,43.0
2022/2023,Female,ALL,Private,JSS,,BEd or Equivalent,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,237,3,42.2
2022/2023,Female,ALL,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Buratai,North East,Borno,Biu,Buratai,,254,3,45.2
2022/2023,Female,ALL,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Dugja,North East,Borno,Biu,Dugja,,135,2,40.0
2022/2023,Female,ALL,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,152,2,45.0
2022/2023,Female,ALL,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,271,3,40.1667
2022/2023,Female,ALL,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,118,1,52.5
2022/2023,Female,ALL,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,304,3,45.1667
2022/2023,Female,ALL,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Alau,North East,Borno,Jere,Alau,,372,5,41.375
2022/2023,Female,ALL,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,304,3,45.1667
2022/2023,Female,ALL,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,237,3,42.2
2022/2023,Female,ALL,Private,JSS,,MEd or Equivalent,Qualified,ward,Dugja,North East,Borno,Biu,Dugja,,321,4,40.8571
2022/2023,Female,ALL,Private,JSS,,NCE,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,271,3,40.1667
2022/2023,Female,ALL,Private,JSS,,NCE,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,135,2,40.0
2022/2023,Female,ALL,Private,JSS,,NCE,Qualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,185,2,41.25
2022/2023,Female,ALL,Private,JSS,,NCE,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,625,8,42.8462
2022/2023,Female,ALL,Private,JSS,,NCE,Qualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,372,5,41.375
2022/2023,Female,ALL,Private,JSS,,NCE,Qualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,287,3,42.6667
2022/2023,Female,ALL,Private,JSS,,NCE,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,254,3,45.2
2022/2023,Female,ALL,Private,JSS,,PGDE,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,271,3,40.1667
2022/2023,Female,ALL,Private,JSS,,PGDE,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,321,4,40.8571
2022/2023,Female,ALL,Private,JSS,,PGDE,Qualified,ward,Dugja,North East,Borno,Biu,Dugja,,168,2,50.0
2022/2023,Female,ALL,Private,JSS,,PGDE,Qualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,879,10,43.5
2022/2023,Female,ALL,Private,JSS,,PGDE,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,271,3,40.1667
2022/2023,Female,ALL,Private,JSS,,PGDE,Qualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,541,7,40.1667
2022/2023,Female,ALL,Private,JSS,,PGDE,Qualified,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,304,3,45.1667
2022/2023,Female,ALL,Private,JSS,,PGDE,Qualified,ward,Alau,North East,Borno,Jere,Alau,,321,4,40.8571
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,,Unqualified,ward,Buratai,North East,Borno,Biu,Buratai,,748,10,37.0
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,,Unqualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,801,11,37.5263
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,,Unqualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,961,13,37.2174
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,,Unqualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,1068,15,38.04
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,,Unqualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,481,6,38.9091
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,748,10,37.0
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,801,11,37.5263
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,1762,24,38.2683
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,907,12,38.4762
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,1762,24,38.2683
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,961,13,37.2174
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,1121,15,38.3846
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,1335,18,38.3548
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,748,10,37.0
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,427,6,38.0
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,374,5,37.0
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,1282,17,38.0667
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,694,9,38.625
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,427,6,38.0
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,1281,17,38.0333
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,1228,17,37.7241
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,1442,20,37.7647
2022/2023,Female,ALL,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,907,12,38.4762
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,,Unqualified,ward,Buratai,North East,Borno,Biu,Buratai,,1068,15,38.04
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,,Unqualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,1228,17,37.7241
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,,Unqualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,1655,23,37.7949
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,,Unqualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,1281,17,38.0333
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,961,13,37.2174
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,1601,22,37.5263
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,ward,Alau,North East,Borno,Jere,Alau,,1442,20,37.7647
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,1548,21,38.3056
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,1335,18,38.3548
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,1601,22,37.5263
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,1655,23,37.7949
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,1494,20,38.0286
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,1281,17,38.0333
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,Unqualified,ward,Alau,North East,Borno,Jere,Alau,,1494,20,38.0286
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,Unqualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,1281,17,38.0333
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,1335,18,38.3548
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,1174,16,37.3571
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,1014,14,37.625
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,1174,16,37.3571
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,1174,16,37.3571
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,1601,22,37.5263
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,1601,22,37.5263
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,1228,17,37.7241
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,961,13,37.2174
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,1442,20,37.7647
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,1281,17,38.0333
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,Unqualified,ward,Buratai,North East,Borno,Biu,Buratai,,907,12,38.4762
2022/2023,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,Unqualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,1228,17,37.7241
