session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,32004,722,44.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,2195,46,47.7
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,13632,262,52.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,936,17,55.1
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,8053,197,40.9
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,575,13,44.2
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,3282,68,48.3
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,254,5,50.8
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,11253,274,41.1
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,852,19,44.8
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,4331,95,45.6
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,377,8,47.1
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,1895,50,37.9
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,183,5,36.6
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,906,21,43.1
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,98,3,32.7
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,1727,47,36.7
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,98,3,32.7
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,399,11,36.3
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,0,0,0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,13236,291,45.5
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,899,18,49.9
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,4540,87,52.2
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,314,6,52.3
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,3924,94,41.7
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,219,5,43.8
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,1413,30,47.1
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,83,2,41.5
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,3890,92,42.3
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,220,5,44.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,1616,36,44.9
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,124,3,41.3
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,709,19,37.3
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,90,3,30.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,314,8,39.2
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,0,0,0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,659,17,38.8
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,100,3,33.3
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,157,4,39.2
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,0,0,0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,44631,961,46.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,3106,62,50.1
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,11198,212,52.8
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,739,13,56.8
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,8755,203,43.1
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,603,13,46.4
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,4101,88,46.6
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,245,5,49.0
