session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,1980,46,43.0435
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,132,3,44.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,693,17,40.7647
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,33,1,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,627,18,34.8333
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,33,1,33.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,231,7,33.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,0,0,0.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,561,19,29.5263
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,33,1,33.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,198,5,39.6
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,132,3,44.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,33,1,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,99,3,33.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,33,1,33.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,3993,127,31.4409
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,264,8,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,1419,43,33.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,99,3,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,1254,28,44.7857
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,66,1,66.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,429,11,39.0
