session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Kusugu,North West,Katsina,Daura,Kusugu,,35,1,18.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Madobi B,North West,Katsina,Daura,Madobi B,,12,1,6.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Dabawa,North West,Katsina,Dutsinma,Dabawa,,47,1,24.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Dutsin-Ma A,North West,Katsina,Dutsinma,Dutsin-Ma A,,93,1,24.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,82,1,21.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Goya,North West,Katsina,Funtua,Goya,,12,1,6.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,175,2,22.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,175,3,18.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,82,1,21.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Bamble,North West,Katsina,Mashi,Bamble,,58,1,30.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Kusugu,North West,Katsina,Daura,Kusugu,,82,1,21.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Madobi B,North West,Katsina,Daura,Madobi B,,23,1,12.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Dabawa,North West,Katsina,Dutsinma,Dabawa,,163,3,16.8
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Dutsin-Ma A,North West,Katsina,Dutsinma,Dutsin-Ma A,,128,2,22.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,35,1,9.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Goya,North West,Katsina,Funtua,Goya,,117,2,20.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,198,3,20.4
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,222,4,19.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,117,1,30.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Bamble,North West,Katsina,Mashi,Bamble,,47,1,24.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Kusugu,North West,Katsina,Daura,Kusugu,,117,2,20.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Madobi B,North West,Katsina,Daura,Madobi B,,152,2,19.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Dabawa,North West,Katsina,Dutsinma,Dabawa,,222,4,19.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Dutsin-Ma A,North West,Katsina,Dutsinma,Dutsin-Ma A,,58,1,30.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,93,1,24.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Goya,North West,Katsina,Funtua,Goya,,105,1,27.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,93,2,16.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,93,1,24.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Bamble,North West,Katsina,Mashi,Bamble,,35,1,18.0
