session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Bambam,North East,Gombe,Balanga,Bambam,,23,1,17.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,12,0,17.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,18,0,26.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,47,1,23.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,54,1,26.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Awak,North East,Gombe,Kaltungo,Awak,,18,0,26.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,18,1,13.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,12,0,17.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,6,0,9.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,18,1,13.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,18,0,26.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Bambam,North East,Gombe,Balanga,Bambam,,24,1,11.6667
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,12,0,17.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,36,1,17.3333
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,41,1,20.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,18,0,26.0
