session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,4927,69,71.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,372,5,74.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,2168,30,72.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,156,2,78.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,1485,21,70.7
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,88,1,88.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,508,7,72.6
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,59,1,59.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,1636,25,65.4
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,143,2,71.5
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,632,10,63.2
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,63,1,63.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,272,5,54.4
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,0,0,0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,170,3,56.7
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,14,1,14.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,187,3,62.3
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,0,0,0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,96,2,48.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,10,1,10.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,8007,113,70.9
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,589,8,73.6
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,2492,34,73.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,156,2,78.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,2713,39,69.6
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,171,3,57.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,1116,16,69.8
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,59,1,59.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,2037,31,65.7
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,141,2,70.5
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,1168,17,68.7
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,65,1,65.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,505,8,63.1
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,43,1,43.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,174,3,58.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,14,1,14.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,381,7,54.4
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,54,1,54.0
