session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,1518,48,31.625
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,99,3,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,528,13,40.6154
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,33,1,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,462,12,38.5
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,33,1,33.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,165,5,33.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,0,0,0.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,429,10,42.9
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,33,1,33.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,165,5,33.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,99,2,49.5
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,33,1,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,66,1,66.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,33,1,33.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,693,18,38.5
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,33,1,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Eziama,South East,Abia,Aba North,Eziama,,231,6,38.5
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Eziama,South East,Abia,Aba North,Eziama,,0,0,0.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,198,6,33.0
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,0,0,0.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Eziama,South East,Abia,Aba North,Eziama,,66,2,33.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Eziama,South East,Abia,Aba North,Eziama,,0,0,0.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,198,5,39.6
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,0,0,0.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Eziama,South East,Abia,Aba North,Eziama,,66,2,33.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Eziama,South East,Abia,Aba North,Eziama,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,33,1,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Eziama,South East,Abia,Aba North,Eziama,,0,0,0.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Eziama,South East,Abia,Aba North,Eziama,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,33,1,33.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Eziama,South East,Abia,Aba North,Eziama,,0,0,0.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Eziama,South East,Abia,Aba North,Eziama,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,1353,36,37.5833
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,99,3,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,462,13,35.5385
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,33,1,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,429,14,30.6429
