session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,495,15,33.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,33,1,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,165,4,41.25
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,165,4,41.25
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,66,2,33.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,132,3,44.0
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,66,2,33.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,33,1,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,33,1,33.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,363,10,36.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,33,1,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,132,3,44.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,0,0.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,99,2,49.5
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,0,0.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,33,1,33.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,0,0.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,99,2,49.5
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,0,0.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,33,1,33.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,33,1,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,0,0.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,33,1,33.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,0,0.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,462,15,30.8
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,33,1,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,165,5,33.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,0,0,0.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,132,3,44.0
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,0,0,0.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,66,2,33.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,0,0,0.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,132,3,44.0
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,0,0,0.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,33,1,33.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,33,1,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,0,0,0.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,33,1,33.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,0,0,0.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,429,11,39.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,33,1,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,165,5,33.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,0,0,0.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,132,3,44.0
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,0,0,0.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,33,1,33.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,0,0,0.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,132,4,33.0
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,0,0,0.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,33,1,33.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,33,1,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,0,0,0.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,33,1,33.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,0,0,0.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Nnenwe Iii,South East,Enugu,Aninri,Nnenwe Iii,,561,18,31.1667
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Nnenwe Iii,South East,Enugu,Aninri,Nnenwe Iii,,33,1,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Nnenwe Iii,South East,Enugu,Aninri,Nnenwe Iii,,198,6,33.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Nnenwe Iii,South East,Enugu,Aninri,Nnenwe Iii,,0,0,0.0
