session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,6171,158,39.057
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,396,10,39.6
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,2178,66,33.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,132,4,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,1914,57,33.5789
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,132,4,33.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,660,19,34.7368
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,33,1,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,1815,60,30.25
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,132,4,33.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,627,15,41.8
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,429,10,42.9
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,165,4,41.25
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,330,8,41.25
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,99,3,33.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Abuloma/Amadi-Ama,South South,Rivers,Port-Harcourt,Abuloma/Amadi-Ama,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,9009,235,38.3362
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,594,16,37.125
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,3168,75,42.24
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,198,5,39.6
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,2805,70,40.0714
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,198,5,39.6
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,990,26,38.0769
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,66,2,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,2640,66,40.0
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,165,4,41.25
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,924,27,34.2222
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,66,2,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,627,20,31.35
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,231,7,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,462,10,46.2
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,165,4,41.25
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Diobu,South South,Rivers,Port-Harcourt,Diobu,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,13299,290,45.8586
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,858,19,45.1579
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,4653,133,34.985
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,297,9,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,4125,90,45.8333
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,264,6,44.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,1452,36,40.3333
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,99,3,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,3894,93,41.871
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,264,6,44.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,1353,42,32.2143
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,99,3,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,924,29,31.8621
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,66,2,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,330,7,47.1429
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,693,15,46.2
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,231,6,38.5
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,ward,Elekahia,South South,Rivers,Port-Harcourt,Elekahia,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,10395,301,34.5349
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,660,19,34.7368
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,3663,98,37.3776
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,231,6,38.5
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,3234,94,34.4043
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,198,6,33.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,1122,31,36.1935
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,66,2,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,3036,92,33.0
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,198,6,33.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,1056,26,40.6154
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,ward,Choba,South South,Rivers,Obio/Akpor,Choba,,66,2,33.0
