session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Lafiagi II,North Central,Kwara,Edu,Lafiagi II,,25,2,21.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Lafiagi III,North Central,Kwara,Edu,Lafiagi III,,20,2,17.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Koro,North Central,Kwara,Ekiti,Koro,,15,1,25.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,25,2,21.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Apado,North Central,Kwara,Ilorin East,Apado,,15,2,12.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Balogun Gambari II,North Central,Kwara,Ilorin East,Balogun Gambari II,,15,1,25.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Adewole,North Central,Kwara,Ilorin West,Adewole,,20,1,33.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Baboko,North Central,Kwara,Ilorin West,Baboko,,40,3,22.3333
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Balogun,North Central,Kwara,Offa,Balogun,,15,2,12.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,ward,Essa-A,North Central,Kwara,Offa,Essa-A,,10,1,17.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Lafiagi III,North Central,Kwara,Edu,Lafiagi III,,35,4,14.75
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Isapa,North Central,Kwara,Ekiti,Isapa,,25,2,21.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Apado,North Central,Kwara,Ilorin East,Apado,,34,3,19.3333
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Balogun Gambari II,North Central,Kwara,Ilorin East,Balogun Gambari II,,34,2,29.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Adewole,North Central,Kwara,Ilorin West,Adewole,,30,2,25.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Ajikobi,North Central,Kwara,Ilorin West,Ajikobi,,40,3,22.3333
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Balogun,North Central,Kwara,Offa,Balogun,,35,4,14.75
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Essa-A,North Central,Kwara,Offa,Essa-A,,25,3,14.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Essa-B,North Central,Kwara,Offa,Essa-B,,45,3,25.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Lafiagi III,North Central,Kwara,Edu,Lafiagi III,,15,2,12.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Isapa,North Central,Kwara,Ekiti,Isapa,,15,1,25.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,10,1,17.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Apado,North Central,Kwara,Ilorin East,Apado,,40,3,22.3333
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Adewole,North Central,Kwara,Ilorin West,Adewole,,10,1,17.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Baboko,North Central,Kwara,Ilorin West,Baboko,,49,3,27.6667
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Balogun,North Central,Kwara,Offa,Balogun,,20,3,11.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Essa-A,North Central,Kwara,Offa,Essa-A,,35,4,14.75
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Lafiagi II,North Central,Kwara,Edu,Lafiagi II,,10,1,17.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,10,1,17.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Apado,North Central,Kwara,Ilorin East,Apado,,15,1,25.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Balogun,North Central,Kwara,Offa,Balogun,,15,2,12.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Lafiagi II,North Central,Kwara,Edu,Lafiagi II,,30,3,17.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Lafiagi III,North Central,Kwara,Edu,Lafiagi III,,20,2,17.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Isapa,North Central,Kwara,Ekiti,Isapa,,25,2,21.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Koro,North Central,Kwara,Ekiti,Koro,,45,4,19.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Apado,North Central,Kwara,Ilorin East,Apado,,10,1,17.0
