session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,NABTEB,34,29,45,39,12,11,76.4706,38.0952,21.4286,88.8889
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,NECO,60,45,73,64,17,16,68.3333,38.2353,19.1176,92.3077
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,WAEC,84,69,101,88,25,24,73.8095,38.2979,20.2128,94.7368
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,NABTEB,3,2,4,5,1,0,66.6667,50.0,25.0,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,NECO,5,3,6,5,1,0,60.0,33.3333,16.6667,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,WAEC,7,6,9,7,1,0,71.4286,37.5,12.5,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,NABTEB,50,42,66,56,17,15,76.0,37.7049,21.3115,84.6154
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,NECO,80,61,104,93,22,20,68.75,39.1753,17.5258,88.2353
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,WAEC,115,94,145,127,35,32,73.913,38.5185,20.0,88.8889
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,NABTEB,4,3,4,5,3,1,75.0,50.0,50.0,50.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,NECO,7,6,10,10,1,0,71.4286,44.4444,11.1111,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,WAEC,9,8,11,10,1,0,77.7778,40.0,10.0,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,ALL,NABTEB,29,24,37,32,12,11,75.8621,38.2353,26.4706,88.8889
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,ALL,NECO,59,45,75,66,17,16,69.4915,38.5714,18.5714,92.3077
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,ALL,WAEC,71,59,92,81,24,22,74.6479,38.8235,21.1765,94.4444
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Disabled,NABTEB,3,2,4,5,1,0,66.6667,50.0,25.0,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Disabled,NECO,6,4,8,7,1,0,66.6667,42.8571,14.2857,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Disabled,WAEC,7,6,10,7,3,1,71.4286,33.3333,22.2222,50.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,ALL,NABTEB,30,25,39,34,11,9,76.6667,38.8889,22.2222,87.5
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,ALL,NECO,57,43,71,61,16,15,68.4211,37.8788,18.1818,91.6667
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,ALL,WAEC,82,67,102,90,24,21,74.3902,38.9474,18.9474,88.8889
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Disabled,NABTEB,3,2,4,5,3,1,66.6667,50.0,50.0,50.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Disabled,NECO,6,4,8,7,0,0,66.6667,42.8571,0.0,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Disabled,WAEC,8,7,10,10,1,0,75.0,44.4444,11.1111,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,ALL,NABTEB,18,15,22,17,7,5,77.7778,35.0,25.0,80.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,ALL,NECO,29,22,36,32,8,7,68.9655,39.3939,18.1818,83.3333
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,ALL,WAEC,42,34,54,46,13,12,73.8095,38.0,20.0,90.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Disabled,NABTEB,2,2,3,2,1,0,100.0,33.3333,33.3333,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Disabled,NECO,3,2,3,2,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Disabled,WAEC,3,2,3,2,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,ALL,NABTEB,22,19,25,22,5,4,77.2727,39.1304,17.3913,75.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,ALL,NECO,41,31,53,46,9,8,68.2927,38.7755,14.2857,85.7143
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,ALL,WAEC,50,41,62,54,14,13,74.0,37.931,18.9655,90.9091
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Disabled,NABTEB,3,2,3,2,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Disabled,NECO,4,3,4,2,0,0,75.0,25.0,0.0,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Disabled,WAEC,4,3,5,5,1,0,75.0,40.0,20.0,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,ALL,NABTEB,24,21,29,27,5,4,79.1667,40.7407,14.8148,75.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,ALL,NECO,46,35,52,46,14,13,69.5652,39.5833,22.9167,90.9091
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,ALL,WAEC,60,50,73,64,17,16,75.0,38.2353,19.1176,92.3077
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Disabled,NABTEB,2,2,3,2,0,0,100.0,33.3333,0.0,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Disabled,NECO,3,2,3,2,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Disabled,WAEC,4,3,4,5,1,0,75.0,50.0,25.0,0.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,ALL,NABTEB,25,21,29,24,5,4,76.0,37.037,14.8148,75.0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,ALL,NECO,47,35,54,46,9,8,68.0851,38.0,14.0,85.7143
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,ALL,WAEC,58,48,68,59,16,15,74.1379,38.0952,19.0476,91.6667
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Disabled,NABTEB,3,2,3,2,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Disabled,NECO,4,3,4,2,0,0,75.0,25.0,0.0,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Disabled,WAEC,4,3,5,5,1,0,75.0,40.0,20.0,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,ALL,NABTEB,36,31,45,39,12,11,77.7778,38.0952,21.4286,88.8889
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,ALL,NECO,56,42,70,61,20,17,67.8571,38.4615,23.0769,86.6667
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,ALL,WAEC,78,64,104,90,25,24,74.359,38.1443,19.5876,94.7368
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Disabled,NABTEB,3,2,4,5,1,0,66.6667,50.0,25.0,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Disabled,NECO,5,3,6,5,1,0,60.0,33.3333,16.6667,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Disabled,WAEC,8,7,11,10,3,1,75.0,40.0,20.0,50.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,ALL,NABTEB,43,37,53,46,14,12,76.7442,38.7755,22.449,81.8182
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,ALL,NECO,79,61,99,88,22,20,69.6203,39.1304,18.4783,88.2353
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,ALL,WAEC,115,94,149,130,39,37,73.913,38.4058,21.7391,93.3333
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Disabled,NABTEB,4,3,4,5,3,1,75.0,50.0,50.0,50.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Disabled,NECO,7,6,10,10,1,0,71.4286,44.4444,11.1111,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Disabled,WAEC,10,8,12,10,3,1,70.0,36.3636,18.1818,50.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,ALL,NABTEB,40,34,46,42,9,8,77.5,39.5349,16.2791,85.7143
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,ALL,NECO,76,59,93,81,24,21,69.7368,38.3721,20.9302,88.8889
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,ALL,WAEC,92,76,112,98,29,26,75.0,38.4615,21.1538,90.9091
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Disabled,NABTEB,4,3,4,5,0,0,75.0,50.0,0.0,0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Disabled,NECO,7,6,9,7,1,0,71.4286,37.5,12.5,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Disabled,WAEC,8,7,10,7,3,1,75.0,33.3333,22.2222,50.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,ALL,NABTEB,44,38,51,44,12,9,77.2727,38.2979,19.1489,77.7778
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,ALL,NECO,76,58,97,86,20,17,68.4211,38.8889,16.6667,86.6667
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,ALL,WAEC,103,85,126,110,29,28,74.7573,38.4615,18.8034,95.4545
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Disabled,NABTEB,4,3,4,5,0,0,75.0,50.0,0.0,0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Disabled,NECO,7,6,9,7,1,0,71.4286,37.5,12.5,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Disabled,WAEC,9,8,11,10,1,0,77.7778,40.0,10.0,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,ALL,NABTEB,26,22,33,29,5,4,76.9231,38.7097,12.9032,75.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,ALL,NECO,44,33,54,46,14,13,68.1818,38.0,22.0,90.9091
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,ALL,WAEC,58,48,70,61,16,13,74.1379,38.4615,18.4615,83.3333
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Disabled,NABTEB,2,2,3,2,0,0,100.0,33.3333,0.0,0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Disabled,NECO,4,3,3,2,1,0,75.0,33.3333,33.3333,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Disabled,WAEC,6,6,8,7,1,0,83.3333,42.8571,14.2857,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Male,ALL,NABTEB,27,23,33,29,5,4,77.7778,38.7097,12.9032,75.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Male,ALL,NECO,48,37,56,49,12,11,68.75,38.4615,17.3077,88.8889
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Male,ALL,WAEC,64,53,80,68,16,15,75.0,37.8378,16.2162,91.6667
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Male,Disabled,NABTEB,3,2,3,2,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Male,Disabled,NECO,5,3,5,5,0,0,60.0,40.0,0.0,0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Male,Disabled,WAEC,6,4,6,5,1,0,66.6667,33.3333,16.6667,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Unity College, Bodinga",Female,ALL,NABTEB,25,21,31,27,9,8,76.0,37.931,24.1379,85.7143
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Unity College, Bodinga",Female,ALL,NECO,54,41,68,59,16,15,68.5185,38.0952,19.0476,91.6667
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Unity College, Bodinga",Female,ALL,WAEC,64,52,75,66,18,16,73.4375,38.5714,20.0,85.7143
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Unity College, Bodinga",Female,Disabled,NABTEB,2,2,3,2,1,0,100.0,33.3333,33.3333,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Unity College, Bodinga",Female,Disabled,NECO,4,3,5,5,1,0,75.0,40.0,20.0,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Unity College, Bodinga",Female,Disabled,WAEC,5,4,6,5,1,0,80.0,33.3333,16.6667,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Unity College, Bodinga",Male,ALL,NABTEB,28,24,37,32,5,4,78.5714,38.2353,11.7647,75.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Unity College, Bodinga",Male,ALL,NECO,53,40,66,56,16,15,67.9245,37.7049,19.6721,91.6667
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Unity College, Bodinga",Male,ALL,WAEC,68,56,83,71,20,18,75.0,37.6623,19.4805,93.3333
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Unity College, Bodinga",Male,Disabled,NABTEB,3,2,3,2,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Unity College, Bodinga",Male,Disabled,NECO,4,3,5,5,1,0,75.0,40.0,20.0,0.0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Unity College, Bodinga",Male,Disabled,WAEC,5,4,6,5,1,0,80.0,33.3333,16.6667,0.0
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Community Secondary School, Bangi/Dabaga",Female,ALL,NABTEB,35,30,46,39,9,8,77.1429,37.2093,16.2791,85.7143
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Community Secondary School, Bangi/Dabaga",Female,ALL,NECO,64,49,78,66,17,16,68.75,37.5,18.0556,92.3077
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Community Secondary School, Bangi/Dabaga",Female,ALL,WAEC,98,81,119,103,28,26,74.4898,38.1818,19.0909,95.2381
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Community Secondary School, Bangi/Dabaga",Female,Disabled,NABTEB,2,2,3,2,0,0,100.0,33.3333,0.0,0
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Community Secondary School, Bangi/Dabaga",Female,Disabled,NECO,5,3,5,5,1,0,60.0,40.0,20.0,0.0
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Community Secondary School, Bangi/Dabaga",Female,Disabled,WAEC,6,6,8,7,1,0,83.3333,42.8571,14.2857,0.0
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Community Secondary School, Bangi/Dabaga",Male,ALL,NABTEB,41,35,55,46,12,9,78.0488,37.2549,17.6471,77.7778
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Community Secondary School, Bangi/Dabaga",Male,ALL,NECO,81,62,102,90,28,25,69.1358,38.9474,22.1053,90.4762
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Community Secondary School, Bangi/Dabaga",Male,ALL,WAEC,109,90,130,115,32,28,74.3119,38.843,19.8347,87.5
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Community Secondary School, Bangi/Dabaga",Male,Disabled,NABTEB,3,2,3,2,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Community Secondary School, Bangi/Dabaga",Male,Disabled,NECO,5,3,5,5,1,0,60.0,40.0,20.0,0.0
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Community Secondary School, Bangi/Dabaga",Male,Disabled,WAEC,7,6,10,10,1,0,71.4286,44.4444,11.1111,0.0
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Comprehensive High School, Bangi/Dabaga",Female,ALL,NABTEB,18,15,24,20,7,5,77.7778,36.3636,22.7273,80.0
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Comprehensive High School, Bangi/Dabaga",Female,ALL,NECO,30,23,41,37,12,11,70.0,39.4737,23.6842,88.8889
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Comprehensive High School, Bangi/Dabaga",Female,ALL,WAEC,46,38,58,51,16,15,73.913,38.8889,22.2222,91.6667
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Comprehensive High School, Bangi/Dabaga",Female,Disabled,NABTEB,2,2,3,2,1,0,100.0,33.3333,33.3333,0.0
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Comprehensive High School, Bangi/Dabaga",Female,Disabled,NECO,3,2,3,2,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Comprehensive High School, Bangi/Dabaga",Female,Disabled,WAEC,4,3,4,5,1,0,75.0,50.0,25.0,0.0
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Comprehensive High School, Bangi/Dabaga",Male,ALL,NABTEB,20,17,24,22,8,7,75.0,40.9091,27.2727,83.3333
2022/2023,North West,Sokoto,Bodinga,Bangi/Dabaga,"Comprehensive High School, Bangi/Dabaga",Male,ALL,NECO,35,27,45,39,13,12,68.5714,38.0952,23.8095,90.0
