session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,NABTEB,19,15,22,19,29,22,73.6842,38.0952,104.7619,77.2727
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,NECO,40,28,50,41,53,51,65.0,36.1702,87.234,95.122
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,WAEC,46,36,59,48,67,63,71.7391,36.3636,94.5455,92.3077
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,NABTEB,2,1,2,2,5,4,50.0,50.0,200.0,75.0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,NECO,4,3,4,5,4,3,75.0,50.0,75.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,WAEC,4,3,5,5,4,3,75.0,40.0,60.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,NABTEB,18,14,24,19,40,34,72.2222,34.7826,134.7826,83.871
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,NECO,34,25,45,36,61,53,67.6471,35.7143,111.9048,87.234
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,WAEC,44,35,57,48,86,81,72.7273,37.037,122.2222,93.9394
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,NABTEB,2,2,2,2,6,5,100.0,50.0,250.0,80.0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,NECO,3,2,4,5,4,3,66.6667,50.0,75.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,WAEC,4,3,5,5,4,3,75.0,40.0,60.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,NABTEB,34,27,43,36,51,44,73.5294,37.5,97.5,87.1795
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,NECO,70,51,92,75,87,80,66.1972,36.0465,77.907,91.0448
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,WAEC,88,70,118,99,144,133,71.9101,36.9369,100.0,91.8919
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,NABTEB,2,1,2,2,5,4,50.0,50.0,200.0,75.0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,NECO,6,4,6,5,4,3,66.6667,33.3333,50.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,WAEC,7,5,10,7,9,8,71.4286,33.3333,77.7778,85.7143
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,NABTEB,28,23,35,29,56,52,75.0,36.3636,130.303,93.0233
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,NECO,56,40,70,58,79,73,66.0714,36.3636,92.4242,91.8033
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,WAEC,69,55,92,75,130,124,71.4286,36.0465,116.2791,95.0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,NABTEB,2,2,3,2,6,5,100.0,33.3333,166.6667,80.0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,NECO,5,3,6,5,4,3,60.0,33.3333,50.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,WAEC,5,4,6,5,9,8,80.0,33.3333,116.6667,85.7143
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,NABTEB,38,31,47,39,51,44,73.6842,36.3636,88.6364,87.1795
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,NECO,66,49,78,65,64,57,67.1642,36.9863,67.1233,89.7959
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,WAEC,97,77,113,94,110,100,71.4286,36.7925,80.1887,90.5882
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Disabled,NABTEB,2,1,2,2,5,4,50.0,50.0,200.0,75.0
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Disabled,NECO,5,3,5,5,4,3,60.0,40.0,60.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Disabled,WAEC,7,5,9,7,9,8,71.4286,37.5,87.5,85.7143
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,ALL,NABTEB,36,30,45,36,56,52,75.0,35.7143,102.381,93.0233
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,ALL,NECO,59,43,72,60,86,78,66.1017,36.7647,97.0588,90.9091
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,ALL,WAEC,83,66,98,80,130,124,71.4286,35.8696,108.6957,95.0
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Disabled,NABTEB,3,2,3,2,6,5,66.6667,33.3333,166.6667,80.0
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Disabled,NECO,5,3,5,5,4,3,60.0,40.0,60.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Disabled,WAEC,6,4,7,5,9,8,66.6667,28.5714,100.0,85.7143
2022/2023,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,ALL,NABTEB,18,14,22,19,22,21,72.2222,38.0952,80.9524,94.1176
2022/2023,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,ALL,NECO,31,23,38,34,35,31,67.7419,38.8889,75.0,88.8889
2022/2023,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,ALL,WAEC,44,34,52,43,57,56,70.4545,36.7347,89.7959,97.7273
2022/2023,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,Disabled,NABTEB,2,1,2,2,5,4,50.0,50.0,200.0,75.0
2022/2023,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,Disabled,NECO,2,1,3,2,4,3,50.0,33.3333,100.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,Disabled,WAEC,2,1,3,2,4,3,50.0,33.3333,100.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,ALL,NABTEB,13,11,15,12,25,23,76.9231,35.7143,135.7143,94.7368
2022/2023,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,ALL,NECO,24,17,29,24,36,34,66.6667,37.037,103.7037,92.8571
2022/2023,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,ALL,WAEC,29,23,35,29,49,48,72.4138,36.3636,115.1515,97.3684
2022/2023,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,Disabled,NABTEB,2,2,2,2,6,5,100.0,50.0,250.0,80.0
2022/2023,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,Disabled,NECO,2,1,2,2,4,3,50.0,50.0,150.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,Disabled,WAEC,2,1,2,2,4,3,50.0,50.0,150.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,ALL,NABTEB,28,23,34,29,35,30,75.0,37.5,84.375,85.1852
2022/2023,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,ALL,NECO,55,40,69,58,64,56,67.2727,36.9231,75.3846,87.7551
2022/2023,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,ALL,WAEC,65,51,83,68,91,82,71.2121,35.8974,89.7436,90.0
2022/2023,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Disabled,NABTEB,2,1,2,2,5,4,50.0,50.0,200.0,75.0
2022/2023,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Disabled,NECO,3,2,3,2,4,3,66.6667,33.3333,100.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Disabled,WAEC,4,3,5,5,4,3,75.0,40.0,60.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,ALL,NABTEB,25,21,30,24,40,34,76.0,35.7143,110.7143,83.871
2022/2023,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,ALL,NECO,41,30,47,39,61,57,65.8537,36.3636,106.8182,93.617
2022/2023,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,ALL,WAEC,52,40,64,53,80,76,71.1538,36.6667,103.3333,93.5484
2022/2023,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Disabled,NABTEB,2,2,2,2,6,5,100.0,50.0,250.0,80.0
2022/2023,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Disabled,NECO,2,1,2,2,4,3,50.0,50.0,150.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Disabled,WAEC,3,2,4,2,5,4,66.6667,25.0,100.0,75.0
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,ALL,NABTEB,26,21,31,27,35,30,73.0769,37.931,93.1034,85.1852
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,ALL,NECO,43,32,55,46,58,56,67.4419,36.5385,86.5385,95.5556
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,ALL,WAEC,59,46,71,58,80,77,71.1864,35.8209,92.5373,95.1613
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Disabled,NABTEB,2,1,2,2,5,4,50.0,50.0,200.0,75.0
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Disabled,NECO,2,1,3,2,4,3,50.0,33.3333,100.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Disabled,WAEC,4,3,5,5,4,3,75.0,40.0,60.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Male,ALL,NABTEB,23,19,29,24,40,34,73.913,37.037,114.8148,83.871
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Male,ALL,NECO,40,30,50,41,66,65,67.5,36.1702,108.5106,98.0392
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Male,ALL,WAEC,55,44,71,60,100,95,72.7273,37.3134,114.9254,94.8052
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Male,Disabled,NABTEB,2,2,2,2,6,5,100.0,50.0,250.0,80.0
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Male,Disabled,NECO,2,1,2,2,4,3,50.0,50.0,150.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Male,Disabled,WAEC,4,3,5,5,5,4,75.0,40.0,80.0,75.0
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Female,ALL,NABTEB,21,16,26,22,29,22,71.4286,37.5,91.6667,77.2727
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Female,ALL,NECO,40,30,44,36,40,37,67.5,36.5854,75.6098,90.3226
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Female,ALL,WAEC,51,39,59,48,62,57,70.5882,36.3636,87.2727,91.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Female,Disabled,NABTEB,2,1,2,2,5,4,50.0,50.0,200.0,75.0
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Female,Disabled,NECO,4,3,4,5,4,3,75.0,50.0,75.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Female,Disabled,WAEC,5,4,6,5,4,3,80.0,33.3333,50.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Male,ALL,NABTEB,19,15,23,19,25,17,73.6842,36.3636,86.3636,68.4211
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Male,ALL,NECO,37,27,43,36,43,38,67.5676,37.5,82.5,87.8788
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Male,ALL,WAEC,47,37,59,48,75,69,72.3404,36.3636,105.4545,91.3793
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Male,Disabled,NABTEB,2,2,2,2,0,0,100.0,50.0,0.0,0
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Male,Disabled,NECO,3,2,4,5,4,3,66.6667,50.0,75.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Male,Disabled,WAEC,5,4,5,5,5,4,80.0,40.0,80.0,75.0
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Female,ALL,NABTEB,24,20,31,27,35,30,75.0,37.931,93.1034,85.1852
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Female,ALL,NECO,48,35,64,53,70,61,66.6667,36.6667,90.0,87.037
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Female,ALL,WAEC,65,51,86,72,91,90,71.2121,37.037,86.4198,98.5714
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Female,Disabled,NABTEB,2,1,2,2,5,4,50.0,50.0,200.0,75.0
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Female,Disabled,NECO,4,3,4,5,4,3,75.0,50.0,75.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Female,Disabled,WAEC,5,4,6,5,4,3,80.0,33.3333,50.0,66.6667
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Male,ALL,NABTEB,18,14,21,19,39,35,72.2222,40.0,150.0,90.0
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Male,ALL,NECO,39,28,50,41,66,59,66.6667,36.1702,108.5106,88.2353
