session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Female,ALL,NABTEB,1,1,2,2,0,0,100.0,50.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Female,ALL,NECO,2,2,3,2,0,0,100.0,33.3333,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Female,ALL,WAEC,2,2,3,2,0,0,100.0,33.3333,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Female,Disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Female,Disabled,NECO,0,0,1,0,0,0,0,0.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Female,Disabled,WAEC,0,0,1,0,0,0,0,0.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Male,ALL,NABTEB,2,2,2,2,0,0,100.0,50.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Male,ALL,NECO,3,2,3,5,0,0,66.6667,66.6667,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Male,ALL,WAEC,3,2,4,5,1,0,66.6667,50.0,25.0,0.0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Male,Disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Male,Disabled,NECO,0,0,1,2,0,0,0,100.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Male,Disabled,WAEC,0,0,1,2,0,0,0,100.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Female,ALL,NABTEB,1,1,2,2,0,0,100.0,50.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Female,ALL,NECO,2,2,3,5,0,0,100.0,66.6667,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Female,ALL,WAEC,2,2,3,2,0,0,100.0,33.3333,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Female,Disabled,NABTEB,0,0,1,2,0,0,0,100.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Female,Disabled,NECO,0,0,1,2,0,0,0,100.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Female,Disabled,WAEC,0,0,1,0,0,0,0,0.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Male,ALL,NABTEB,2,2,2,2,1,0,100.0,50.0,50.0,0.0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Male,ALL,NECO,3,2,3,5,0,0,66.6667,66.6667,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Male,ALL,WAEC,3,2,4,5,1,0,66.6667,50.0,25.0,0.0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Male,Disabled,NABTEB,0,0,1,2,0,0,0,100.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Male,Disabled,NECO,0,0,1,2,0,0,0,100.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Male,Disabled,WAEC,0,0,1,2,0,0,0,100.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,Bankada Nomadic Primary School,Female,ALL,NABTEB,1,1,2,2,0,0,100.0,50.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,Bankada Nomadic Primary School,Female,ALL,NECO,2,2,3,5,0,0,100.0,66.6667,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,Bankada Nomadic Primary School,Female,ALL,WAEC,2,2,3,2,0,0,100.0,33.3333,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,Bankada Nomadic Primary School,Female,Disabled,NABTEB,0,0,1,2,0,0,0,100.0,0.0,0
2022/2023,North West,Jigawa,Auyo,Auyakayi,Bankada Nomadic Primary School,Female,Disabled,NECO,0,0,1,2,0,0,0,100.0,0.0,0
