session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,NABTEB,53,42,70,61,56,54,71.9298,38.5714,65.7143,95.6522
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,NECO,112,80,147,125,125,114,64.4628,37.6712,69.863,91.1765
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,WAEC,146,112,194,166,154,138,69.4268,37.8238,65.285,88.8889
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,NABTEB,5,4,5,5,6,5,80.0,40.0,100.0,80.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,NECO,9,6,12,9,10,9,60.0,33.3333,66.6667,87.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,WAEC,12,9,16,14,9,7,69.2308,37.5,43.75,85.7143
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,NABTEB,50,40,65,57,70,65,72.2222,38.4615,87.6923,92.9825
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,NECO,99,71,130,112,137,133,64.486,37.6923,86.1538,96.4286
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,WAEC,119,92,152,132,148,135,69.5312,38.4106,80.1325,90.9091
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,NABTEB,5,4,5,5,6,5,80.0,40.0,100.0,80.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,NECO,7,5,10,9,5,4,62.5,40.0,40.0,75.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,WAEC,9,7,12,11,9,7,70.0,41.6667,58.3333,85.7143
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,NABTEB,36,29,40,36,32,31,71.7949,40.0,65.0,96.1538
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,NECO,66,47,77,66,59,57,64.7887,37.6623,62.3377,95.8333
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,WAEC,96,74,114,98,84,80,69.2308,37.7193,60.5263,94.2029
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,NABTEB,4,3,4,5,6,5,75.0,50.0,125.0,80.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,NECO,5,3,5,5,5,4,60.0,40.0,80.0,75.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,WAEC,7,5,8,7,4,2,62.5,37.5,37.5,66.6667
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,NABTEB,30,24,37,32,42,36,71.875,37.8378,91.8919,85.2941
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,NECO,60,43,69,59,57,54,64.6154,37.6812,68.1159,93.617
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,WAEC,78,60,88,75,70,60,69.0476,37.5,64.7727,85.9649
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,NABTEB,3,2,3,2,6,5,66.6667,33.3333,166.6667,80.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,NECO,5,3,5,5,5,4,60.0,40.0,80.0,75.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,WAEC,6,4,6,5,5,4,66.6667,33.3333,66.6667,75.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,NABTEB,48,38,63,55,56,54,71.1538,38.0952,73.0159,95.6522
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,NECO,92,66,115,98,98,93,64.6465,37.3913,69.5652,95.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,WAEC,122,95,157,134,119,108,69.697,37.8205,62.1795,90.7216
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,NABTEB,4,3,4,5,6,5,75.0,50.0,125.0,80.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,NECO,5,3,5,5,5,4,60.0,40.0,80.0,75.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,WAEC,7,5,9,7,4,2,62.5,33.3333,33.3333,66.6667
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,NABTEB,43,34,52,46,53,47,71.7391,38.4615,82.6923,88.3721
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,NECO,83,59,100,89,102,93,64.0449,39.0,83.0,91.5663
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,WAEC,116,90,145,123,143,125,69.6,37.5,81.25,87.1795
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,NABTEB,3,2,3,2,6,5,66.6667,33.3333,166.6667,80.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,NECO,5,3,5,5,5,4,60.0,40.0,80.0,75.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,WAEC,6,5,8,7,5,4,71.4286,37.5,50.0,75.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,ALL,NABTEB,32,26,40,36,40,34,71.4286,40.0,82.5,84.8485
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,ALL,NECO,59,42,75,64,66,57,64.0625,37.3333,72.0,85.1852
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,ALL,WAEC,83,65,105,91,79,73,70.0,38.0952,61.9048,90.7692
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,Disabled,NABTEB,4,3,4,5,6,5,75.0,50.0,125.0,80.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,Disabled,NECO,4,3,5,5,5,4,75.0,40.0,80.0,75.0
