session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,NABTEB,68,53,83,68,54,50,70.3297,36.2745,53.9216,90.9091
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,NECO,130,91,168,138,101,96,62.6437,36.2319,49.2754,95.098
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,WAEC,182,137,215,178,114,107,67.9012,36.4662,43.609,93.1034
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,Disabled,NABTEB,6,5,7,6,8,7,75.0,33.3333,88.8889,87.5
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,Disabled,NECO,10,7,15,13,8,7,64.2857,38.8889,44.4444,87.5
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,Disabled,WAEC,15,12,19,17,12,11,70.0,37.5,50.0,91.6667
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,NABTEB,67,52,80,66,60,54,69.6629,36.3636,61.6162,88.5246
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,NECO,114,79,139,116,98,90,62.5,36.6279,57.5581,91.9192
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,WAEC,168,126,195,162,114,107,67.4107,36.5145,48.1328,93.1034
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,Disabled,NABTEB,5,4,6,6,9,8,71.4286,42.8571,128.5714,88.8889
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,Disabled,NECO,10,7,11,9,8,7,61.5385,38.4615,61.5385,87.5
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,Disabled,WAEC,13,10,15,13,6,5,66.6667,38.8889,33.3333,83.3333
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,NABTEB,43,33,49,42,32,31,70.1754,37.7049,52.459,96.875
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,NECO,77,54,100,85,60,54,63.1068,37.3984,49.5935,88.5246
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,WAEC,97,73,121,97,73,62,68.2171,35.5705,49.6644,85.1351
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,NABTEB,6,5,6,6,8,7,75.0,37.5,100.0,87.5
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,NECO,7,5,9,7,8,7,66.6667,36.3636,72.7273,87.5
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,WAEC,9,7,11,9,6,5,66.6667,35.7143,42.8571,83.3333
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,NABTEB,34,27,45,37,36,35,69.5652,36.3636,65.4545,97.2222
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,NECO,58,40,72,59,54,45,61.5385,35.9551,61.7978,81.8182
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,WAEC,91,68,118,96,79,78,67.2131,35.6164,54.7945,98.75
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,NABTEB,5,4,6,6,9,8,71.4286,42.8571,128.5714,88.8889
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,NECO,6,4,8,7,8,7,62.5,40.0,80.0,87.5
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,WAEC,8,6,10,7,6,5,63.6364,33.3333,50.0,83.3333
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,NABTEB,100,77,127,103,75,73,69.403,35.6688,48.4076,97.3684
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,NECO,216,150,288,235,174,148,62.6298,35.9551,49.4382,84.6591
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,WAEC,263,197,324,268,204,188,67.5214,36.5,51.75,91.7874
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,NABTEB,9,7,10,7,8,7,66.6667,33.3333,66.6667,87.5
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,NECO,17,12,24,18,15,14,60.8696,33.3333,50.0,93.3333
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,WAEC,22,17,29,26,12,11,66.6667,38.8889,33.3333,91.6667
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,NABTEB,101,79,126,103,84,81,70.3704,35.8974,54.4872,96.4706
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,NECO,193,135,239,195,165,150,62.7907,35.9322,56.6102,90.4192
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,WAEC,231,173,290,239,202,195,67.3139,36.3128,57.2626,96.0976
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,NABTEB,8,7,12,9,9,8,72.7273,33.3333,60.0,88.8889
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,NECO,16,12,22,17,17,15,63.6364,33.3333,62.963,88.2353
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,WAEC,22,16,27,22,12,11,65.5172,36.3636,36.3636,91.6667
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,NABTEB,88,69,113,96,65,61,70.9402,37.1429,47.1429,92.4242
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,NECO,177,123,224,184,131,116,62.4473,36.1011,48.0144,87.9699
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,WAEC,241,180,295,243,163,155,67.3913,36.1644,45.2055,94.5455
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Disabled,NABTEB,6,5,6,6,8,7,75.0,37.5,100.0,87.5
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Disabled,NECO,13,8,15,13,8,7,58.8235,38.8889,44.4444,87.5
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Disabled,WAEC,15,12,19,17,6,5,70.0,37.5,25.0,83.3333
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,ALL,NABTEB,90,70,108,88,60,54,70.0,35.8209,45.5224,88.5246
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,ALL,NECO,197,137,249,204,153,140,62.7376,36.039,50.3247,90.9677
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,ALL,WAEC,257,193,300,246,194,186,67.6385,36.2162,53.2432,95.4315
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Disabled,NABTEB,7,5,9,7,9,8,66.6667,36.3636,81.8182,88.8889
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Disabled,NECO,14,10,19,15,8,7,63.1579,34.7826,34.7826,87.5
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Disabled,WAEC,18,13,22,17,12,11,66.6667,33.3333,44.4444,91.6667
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Female,ALL,NABTEB,66,52,83,68,54,50,70.4545,36.2745,53.9216,90.9091
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Female,ALL,NECO,120,83,151,125,92,85,62.5,36.3636,49.7326,92.4731
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Female,ALL,WAEC,149,111,189,156,121,118,67.3367,36.3248,52.5641,96.748
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Female,Disabled,NABTEB,6,5,7,6,8,7,75.0,33.3333,88.8889,87.5
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Female,Disabled,NECO,10,7,12,11,8,7,61.5385,40.0,53.3333,87.5
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Female,Disabled,WAEC,12,9,16,15,6,5,68.75,40.0,30.0,83.3333
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Male,ALL,NABTEB,68,53,85,72,73,66,70.3297,37.1429,70.4762,90.5405
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Male,ALL,NECO,150,104,185,153,131,114,62.5,36.4035,58.3333,86.4662
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Male,ALL,WAEC,168,126,209,173,148,137,67.4107,36.4341,58.1395,92.0
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Male,Disabled,NABTEB,5,4,6,6,9,8,71.4286,42.8571,128.5714,88.8889
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Male,Disabled,NECO,11,7,13,11,8,7,60.0,37.5,50.0,87.5
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Male,Disabled,WAEC,13,10,17,15,12,11,66.6667,38.0952,57.1429,91.6667
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,ALL,NABTEB,105,81,132,108,75,73,70.0,36.1963,46.6258,97.3684
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,ALL,NECO,174,121,224,184,153,137,62.5,36.1011,55.9567,89.0323
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,ALL,WAEC,243,183,303,248,180,163,67.6923,36.0963,48.6631,90.1099
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Disabled,NABTEB,6,5,7,6,8,7,75.0,33.3333,88.8889,87.5
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Disabled,NECO,10,7,15,13,8,7,64.2857,38.8889,44.4444,87.5
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Disabled,WAEC,15,12,19,17,6,5,70.0,37.5,25.0,83.3333
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,ALL,NABTEB,91,71,108,92,73,66,69.6721,37.3134,55.2239,90.5405
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,ALL,NECO,158,110,195,160,131,114,62.5592,36.0996,55.1867,86.4662
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,ALL,WAEC,251,188,319,263,194,176,67.4627,36.2944,50.0,89.8477
2022/2023,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Disabled,NABTEB,5,4,6,6,9,8,71.4286,42.8571,128.5714,88.8889
