session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,ALL,NABTEB,15,12,20,16,12,10,70.0,35.1351,51.3514,84.2105
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,ALL,NECO,25,18,31,24,19,18,62.7451,34.4828,50.0,93.1034
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,ALL,WAEC,30,23,40,32,20,19,68.3333,35.1351,40.5405,96.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,Disabled,NABTEB,2,2,2,1,2,1,75.0,25.0,75.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,Disabled,NECO,2,2,3,1,2,1,75.0,20.0,60.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,Disabled,WAEC,2,2,3,2,2,1,60.0,33.3333,50.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,ALL,NABTEB,9,8,12,10,13,12,73.6842,34.7826,86.9565,95.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,ALL,NECO,15,10,20,16,20,18,63.3333,35.1351,83.7838,90.3226
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,ALL,WAEC,17,13,21,17,19,18,67.6471,35.0,72.5,96.5517
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Disabled,NABTEB,1,1,1,1,2,1,50.0,50.0,150.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Disabled,NECO,1,1,2,1,2,1,50.0,33.3333,100.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Disabled,WAEC,1,1,2,1,2,1,66.6667,25.0,75.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,ALL,NABTEB,19,15,23,18,12,12,69.2308,34.8837,44.186,94.7368
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,ALL,NECO,40,28,49,39,27,23,62.963,34.7826,45.6522,83.3333
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,ALL,WAEC,50,37,61,50,33,31,68.0,35.6522,43.4783,94.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Disabled,NABTEB,2,2,2,2,2,1,75.0,50.0,75.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Disabled,NECO,2,2,3,1,2,1,60.0,20.0,60.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Disabled,WAEC,3,3,4,4,2,1,71.4286,37.5,37.5,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,ALL,NABTEB,13,10,16,12,16,15,70.3704,34.4828,86.2069,92.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,ALL,NECO,27,19,35,28,29,24,62.963,35.3846,67.6923,84.0909
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,ALL,WAEC,36,27,45,36,40,37,68.4932,35.2941,72.9412,90.3226
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Disabled,NABTEB,1,1,1,1,2,1,50.0,50.0,150.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Disabled,NECO,2,2,2,2,2,1,75.0,50.0,75.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Disabled,WAEC,2,2,3,2,2,1,60.0,33.3333,50.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,ALL,NABTEB,33,26,39,32,22,20,71.2121,35.6164,45.2055,93.9394
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,ALL,NECO,59,42,74,59,32,29,63.3333,35.2518,35.2518,89.7959
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,ALL,WAEC,86,65,104,84,44,41,68.2081,35.3846,34.8718,92.6471
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,Disabled,NABTEB,2,2,3,2,2,1,80.0,33.3333,50.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,Disabled,NECO,4,3,6,5,2,1,66.6667,36.3636,27.2727,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,Disabled,WAEC,6,4,7,6,3,3,66.6667,35.7143,35.7143,80.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,ALL,NABTEB,18,14,21,17,16,15,70.2703,35.0,62.5,92.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,ALL,NECO,34,24,41,32,32,28,63.7681,34.2105,64.4737,85.7143
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,ALL,WAEC,48,36,60,47,40,37,68.0412,34.8214,55.3571,90.3226
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,Disabled,NABTEB,1,1,2,2,2,1,66.6667,50.0,75.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,Disabled,NECO,2,2,3,2,2,1,60.0,40.0,60.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,Disabled,WAEC,3,3,4,4,2,1,71.4286,37.5,37.5,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,ALL,NABTEB,28,22,39,32,24,24,71.4286,35.6164,50.6849,97.2973
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,ALL,NECO,56,40,69,55,40,37,63.7168,34.8837,48.062,91.9355
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,ALL,WAEC,69,52,91,73,57,53,68.3453,35.2941,51.1765,93.1034
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Disabled,NABTEB,2,2,4,4,2,1,80.0,37.5,37.5,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Disabled,NECO,5,4,6,5,4,3,63.6364,33.3333,50.0,83.3333
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,Disabled,WAEC,6,5,9,7,3,3,69.2308,37.5,31.25,80.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,ALL,NABTEB,22,17,29,24,30,29,70.4545,36.3636,83.6364,97.8261
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,ALL,NECO,41,29,50,40,51,49,63.4146,35.4839,83.871,96.1538
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,ALL,WAEC,53,41,70,56,73,68,68.5185,35.1145,85.4962,92.8571
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Disabled,NABTEB,2,2,3,2,2,1,75.0,40.0,60.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Disabled,NECO,4,3,5,4,4,3,62.5,33.3333,66.6667,83.3333
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,Disabled,WAEC,5,4,7,6,5,3,63.6364,35.7143,57.1429,62.5
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,ALL,NABTEB,19,15,25,21,16,14,69.2308,36.9565,52.1739,87.5
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,ALL,NECO,37,26,45,36,24,23,64.0,35.2941,43.5294,94.5946
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,ALL,WAEC,46,35,59,49,35,33,67.7419,36.036,48.6486,94.4444
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Disabled,NABTEB,2,2,2,2,2,1,75.0,50.0,75.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Disabled,NECO,3,2,4,4,2,1,57.1429,37.5,37.5,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Disabled,WAEC,4,3,6,5,3,3,66.6667,36.3636,45.4545,80.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,ALL,NABTEB,13,10,18,15,17,15,69.2308,36.3636,78.7879,88.4615
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,ALL,NECO,27,19,34,27,35,30,63.6364,34.9206,85.7143,85.1852
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,ALL,WAEC,30,23,41,33,40,39,68.8525,35.0649,80.5195,96.7742
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Disabled,NABTEB,1,1,2,2,3,2,66.6667,50.0,100.0,75.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Disabled,NECO,2,2,3,2,2,1,60.0,33.3333,50.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Disabled,WAEC,3,2,4,4,3,3,66.6667,37.5,62.5,80.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Female,ALL,NABTEB,23,19,28,23,12,10,72.3404,36.5385,36.5385,84.2105
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Female,ALL,NECO,49,34,55,44,26,23,63.2653,35.2941,39.2157,87.5
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Female,ALL,WAEC,55,42,62,50,29,26,68.4685,35.3448,37.931,90.9091
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Female,Disabled,NABTEB,2,2,3,2,2,1,80.0,33.3333,50.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Female,Disabled,NECO,4,3,6,5,2,1,66.6667,36.3636,27.2727,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Female,Disabled,WAEC,6,4,7,5,3,3,66.6667,30.7692,38.4615,80.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Male,ALL,NABTEB,15,12,18,15,16,15,70.9677,36.3636,75.7576,92.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Male,ALL,NECO,32,23,37,30,29,24,63.0769,35.7143,62.8571,84.0909
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Male,ALL,WAEC,42,31,52,41,40,37,67.8571,35.0515,63.9175,90.3226
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Male,Disabled,NABTEB,1,1,2,2,2,1,66.6667,50.0,75.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Male,Disabled,NECO,3,2,3,2,2,1,66.6667,33.3333,50.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Male,Disabled,WAEC,4,3,5,4,3,3,75.0,33.3333,55.5556,80.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Government Secondary School, Ado 'B' Inisa",Female,ALL,NABTEB,31,24,43,34,24,24,69.8413,35.0,46.25,97.2973
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Government Secondary School, Ado 'B' Inisa",Female,ALL,NECO,59,42,78,62,46,43,63.3333,35.1724,48.9655,92.9577
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Government Secondary School, Ado 'B' Inisa",Female,ALL,WAEC,71,54,94,75,61,58,68.0556,35.2273,53.4091,93.617
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Government Secondary School, Ado 'B' Inisa",Female,Disabled,NABTEB,2,2,2,2,2,1,75.0,50.0,75.0,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Government Secondary School, Ado 'B' Inisa",Female,Disabled,NECO,4,3,4,4,2,1,62.5,37.5,37.5,66.6667
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Government Secondary School, Ado 'B' Inisa",Female,Disabled,WAEC,4,3,6,5,3,3,66.6667,36.3636,45.4545,80.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Government Secondary School, Ado 'B' Inisa",Male,ALL,NABTEB,24,19,31,24,34,29,70.8333,34.4828,89.6552,86.5385
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Government Secondary School, Ado 'B' Inisa",Male,ALL,NECO,44,31,58,46,57,52,63.6364,35.1852,80.5556,91.954
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Government Secondary School, Ado 'B' Inisa",Male,ALL,WAEC,55,42,72,57,61,58,67.8571,35.0746,70.1493,93.617
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Government Secondary School, Ado 'B' Inisa",Male,Disabled,NABTEB,1,1,2,2,3,2,66.6667,50.0,100.0,75.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Government Secondary School, Ado 'B' Inisa",Male,Disabled,NECO,3,2,4,2,4,3,66.6667,28.5714,85.7143,83.3333
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Government Secondary School, Ado 'B' Inisa",Male,Disabled,WAEC,3,3,5,4,3,3,71.4286,33.3333,55.5556,80.0
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Unity College, Ado Ekiti",Female,ALL,NABTEB,21,16,26,22,16,14,69.7674,36.7347,48.9796,87.5
2022/2023,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,"Unity College, Ado Ekiti",Female,ALL,NECO,43,30,57,45,32,29,62.7907,34.9057,46.2264,89.7959
