session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,ALL,NABTEB,11,10,12,11,17,11,80.0,40.0,120.0,66.6667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,ALL,NECO,23,17,29,24,45,44,66.6667,36.0,128.0,96.875
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,ALL,WAEC,27,22,30,26,61,57,72.0,38.4615,165.3846,93.0233
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Disabled,NABTEB,1,1,1,0,0,0,100.0,0.0,0.0,0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Disabled,NECO,2,1,2,3,4,3,50.0,50.0,150.0,66.6667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Disabled,WAEC,2,1,2,3,3,1,50.0,50.0,100.0,50.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,ALL,NABTEB,12,10,13,11,20,19,72.7273,36.3636,127.2727,92.8571
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,ALL,NECO,26,19,31,26,54,46,66.6667,37.037,140.7407,84.2105
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,ALL,WAEC,33,28,38,32,71,69,74.1935,36.3636,151.5152,96.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Disabled,NABTEB,1,1,1,0,0,0,100.0,0.0,0.0,0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Disabled,NECO,2,1,2,3,4,3,50.0,50.0,150.0,66.6667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Disabled,WAEC,2,1,2,3,4,3,50.0,50.0,150.0,66.6667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,ALL,NABTEB,9,7,9,8,11,10,75.0,37.5,100.0,87.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,ALL,NECO,15,11,19,16,35,31,64.2857,37.5,156.25,88.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,ALL,WAEC,23,18,26,21,53,49,71.4286,36.3636,168.1818,91.8919
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Disabled,NABTEB,1,1,1,0,0,0,100.0,0.0,0.0,0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Disabled,NECO,1,1,2,3,4,3,100.0,50.0,150.0,66.6667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Disabled,WAEC,2,1,2,3,3,1,50.0,50.0,100.0,50.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,ALL,NABTEB,10,8,10,8,13,11,77.7778,33.3333,100.0,88.8889
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,ALL,NECO,20,16,23,21,33,30,68.4211,40.0,115.0,91.3043
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,ALL,WAEC,26,22,33,29,57,53,75.0,39.2857,142.8571,92.5
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Disabled,NABTEB,1,1,1,0,0,0,100.0,0.0,0.0,0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Disabled,NECO,2,1,2,3,0,0,50.0,50.0,0.0,0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Disabled,WAEC,2,1,2,3,4,3,50.0,50.0,150.0,66.6667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,ALL,NABTEB,6,6,8,8,17,11,83.3333,42.8571,171.4286,66.6667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,ALL,NECO,13,10,16,13,35,31,66.6667,35.7143,178.5714,88.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,ALL,WAEC,16,13,21,19,40,39,73.3333,38.8889,155.5556,96.4286
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Disabled,NABTEB,1,1,1,0,0,0,100.0,0.0,0.0,0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Disabled,WAEC,1,1,1,0,3,1,100.0,0.0,200.0,50.0
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,ALL,NABTEB,8,6,10,8,20,14,71.4286,33.3333,155.5556,71.4286
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,ALL,NECO,17,13,20,16,33,30,68.75,35.2941,135.2941,91.3043
2022/2023,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,ALL,WAEC,18,14,22,19,43,41,70.5882,36.8421,157.8947,96.6667
