session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Community Secondary School, Ankpa I",Female,ALL,NABTEB,11,10,14,11,54,43,80.0,33.3333,308.3333,78.3784
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Community Secondary School, Ankpa I",Female,ALL,NECO,21,16,28,22,90,84,68.4211,34.7826,265.2174,93.4426
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Community Secondary School, Ankpa I",Female,ALL,WAEC,26,21,33,27,103,84,73.913,37.037,259.2593,81.4286
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Community Secondary School, Ankpa I",Female,Disabled,NABTEB,1,1,1,0,9,7,100.0,0.0,600.0,83.3333
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Community Secondary School, Ankpa I",Female,Disabled,NECO,1,1,2,3,9,7,100.0,50.0,300.0,83.3333
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Community Secondary School, Ankpa I",Female,Disabled,WAEC,2,2,2,3,7,6,100.0,50.0,250.0,80.0
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Community Secondary School, Ankpa I",Male,ALL,NABTEB,12,10,16,14,47,46,72.7273,38.4615,246.1538,96.875
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Community Secondary School, Ankpa I",Male,ALL,NECO,22,17,28,22,97,92,70.0,34.7826,286.9565,93.9394
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Community Secondary School, Ankpa I",Male,ALL,WAEC,27,22,34,27,127,121,75.0,35.7143,307.1429,95.3488
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Community Secondary School, Ankpa I",Male,Disabled,NABTEB,1,1,1,0,10,9,100.0,0.0,700.0,85.7143
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Community Secondary School, Ankpa I",Male,Disabled,NECO,2,1,2,3,9,7,50.0,50.0,300.0,83.3333
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Community Secondary School, Ankpa I",Male,Disabled,WAEC,2,1,2,3,9,7,50.0,50.0,300.0,83.3333
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,ALL,NABTEB,19,16,23,19,54,53,76.4706,36.8421,194.7368,97.2973
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,ALL,NECO,41,31,48,38,152,141,67.5676,35.0,257.5,92.233
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,ALL,WAEC,56,46,66,55,215,195,74.0,36.3636,265.4545,90.411
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,Disabled,NABTEB,1,1,1,0,9,7,100.0,0.0,600.0,83.3333
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,Disabled,NECO,3,2,4,3,9,7,66.6667,33.3333,200.0,83.3333
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,Disabled,WAEC,4,4,5,3,16,13,75.0,25.0,275.0,81.8182
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,ALL,NABTEB,25,21,30,25,79,68,77.2727,36.0,216.0,85.1852
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,ALL,NECO,45,33,54,44,152,141,67.5,35.5556,228.8889,92.233
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,ALL,WAEC,63,51,77,63,241,219,73.2143,35.9375,256.25,90.2439
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,Disabled,NABTEB,2,2,2,3,10,9,100.0,50.0,350.0,85.7143
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,Disabled,NECO,3,2,5,3,9,7,66.6667,25.0,150.0,83.3333
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,Disabled,WAEC,6,5,6,5,18,15,80.0,40.0,240.0,83.3333
2022/2023,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,ALL,NABTEB,10,9,12,11,29,28,77.7778,40.0,200.0,95.0
