session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,South East,Enugu,Aninri,Mpu,"CENTRAL SCHOOL, MPU",Female,ALL,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,"CENTRAL SCHOOL, MPU",Female,ALL,NECO,1,1,1,0,1,0,50.0,0.0,100.0,0.0
2022/2023,South East,Enugu,Aninri,Mpu,"CENTRAL SCHOOL, MPU",Female,ALL,WAEC,1,2,2,2,1,0,100.0,50.0,50.0,0.0
2022/2023,South East,Enugu,Aninri,Mpu,"CENTRAL SCHOOL, MPU",Female,Disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,"CENTRAL SCHOOL, MPU",Female,Disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,"CENTRAL SCHOOL, MPU",Female,Disabled,WAEC,0,0,1,0,0,0,0,0.0,0.0,0
2022/2023,South East,Enugu,Aninri,Mpu,"CENTRAL SCHOOL, MPU",Male,ALL,NABTEB,1,1,1,2,0,0,100.0,100.0,0.0,0
2022/2023,South East,Enugu,Aninri,Mpu,"CENTRAL SCHOOL, MPU",Male,ALL,NECO,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,South East,Enugu,Aninri,Mpu,"CENTRAL SCHOOL, MPU",Male,ALL,WAEC,1,1,2,0,1,0,50.0,0.0,50.0,0.0
2022/2023,South East,Enugu,Aninri,Mpu,"CENTRAL SCHOOL, MPU",Male,Disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,"CENTRAL SCHOOL, MPU",Male,Disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Female,ALL,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Female,ALL,NECO,1,1,1,0,1,0,50.0,0.0,100.0,0.0
2022/2023,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Female,ALL,WAEC,1,2,2,2,1,0,100.0,50.0,50.0,0.0
2022/2023,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Female,Disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Female,Disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Female,Disabled,WAEC,0,0,1,0,0,0,0,0.0,0.0,0
2022/2023,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Male,ALL,NABTEB,1,1,1,2,0,0,100.0,100.0,0.0,0
2022/2023,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Male,ALL,NECO,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Male,ALL,WAEC,1,1,2,0,1,0,50.0,0.0,50.0,0.0
2022/2023,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Male,Disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Male,Disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,"COMMUNITY SCHOOL, EZINATO OHOFIA",Female,ALL,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,"COMMUNITY SCHOOL, EZINATO OHOFIA",Female,ALL,NECO,1,1,1,0,1,0,50.0,0.0,100.0,0.0
2022/2023,South East,Enugu,Aninri,Mpu,"COMMUNITY SCHOOL, EZINATO OHOFIA",Female,ALL,WAEC,1,2,2,2,1,0,100.0,50.0,50.0,0.0
2022/2023,South East,Enugu,Aninri,Mpu,"COMMUNITY SCHOOL, EZINATO OHOFIA",Female,Disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,"COMMUNITY SCHOOL, EZINATO OHOFIA",Female,Disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Mpu,"COMMUNITY SCHOOL, EZINATO OHOFIA",Female,Disabled,WAEC,0,0,1,0,0,0,0,0.0,0.0,0
