session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,ALL,NABTEB,56,48,65,54,44,37,77.5281,36.0825,54.6392,84.9057
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,ALL,NECO,102,77,125,102,65,60,68.0982,36.2162,42.7027,92.4051
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,ALL,WAEC,136,111,162,133,97,92,74.1935,36.0996,48.9627,94.9153
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,Disabled,NABTEB,4,4,5,3,6,5,85.7143,28.5714,100.0,85.7143
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,Disabled,NECO,7,5,9,8,5,4,63.6364,38.4615,46.1538,83.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,Disabled,WAEC,9,7,10,8,5,4,71.4286,33.3333,40.0,83.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,ALL,NABTEB,50,43,61,49,39,31,77.5,35.5556,53.3333,79.1667
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,ALL,NECO,91,69,116,95,89,76,68.9655,36.0465,62.7907,85.1852
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,ALL,WAEC,118,97,144,118,114,109,74.0741,36.1502,65.2582,94.964
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Disabled,NABTEB,3,3,3,3,0,0,80.0,40.0,0.0,0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Disabled,NECO,6,5,8,6,6,5,70.0,33.3333,58.3333,85.7143
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,Disabled,WAEC,7,6,9,8,5,4,75.0,38.4615,46.1538,83.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,ALL,NABTEB,71,61,95,78,79,75,77.193,36.1702,68.0851,94.7917
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,ALL,NECO,129,98,170,139,99,93,68.4466,35.9684,47.8261,93.3884
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,ALL,WAEC,170,140,219,180,160,149,74.2647,36.3077,60.0,92.3077
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Disabled,NABTEB,4,4,5,3,6,5,85.7143,28.5714,100.0,85.7143
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Disabled,NECO,8,6,11,9,5,4,69.2308,37.5,37.5,83.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,Disabled,WAEC,9,7,12,11,5,4,71.4286,38.8889,33.3333,83.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,ALL,NABTEB,49,42,63,52,71,62,76.9231,36.5591,92.4731,87.2093
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,ALL,NECO,92,70,125,102,113,102,68.7075,36.2162,74.0541,90.5109
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,ALL,WAEC,123,101,163,135,172,164,74.1117,36.3636,86.3636,95.2153
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Disabled,NABTEB,3,3,3,3,7,6,80.0,40.0,160.0,87.5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Disabled,NECO,5,4,7,6,6,5,75.0,40.0,70.0,85.7143
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,Disabled,WAEC,7,6,10,8,10,9,75.0,33.3333,80.0,91.6667
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,ALL,NABTEB,37,31,42,34,26,26,76.2712,34.9206,50.7937,96.875
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,ALL,NECO,69,53,79,64,44,39,69.0909,35.8974,45.2991,88.6792
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,ALL,WAEC,94,77,109,89,56,49,74.6667,35.8025,41.9753,86.7647
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Disabled,NABTEB,4,4,5,3,6,5,85.7143,28.5714,100.0,85.7143
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Disabled,NECO,4,3,5,5,5,4,71.4286,42.8571,85.7143,83.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,Disabled,WAEC,7,6,8,6,4,3,72.7273,33.3333,41.6667,80.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,ALL,NABTEB,29,25,36,29,30,29,76.5957,35.1852,66.6667,97.2222
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,ALL,NECO,57,44,69,57,56,52,69.2308,36.2745,66.6667,92.6471
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,ALL,WAEC,82,68,96,78,79,70,74.2424,35.6643,67.1329,88.5417
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Disabled,NABTEB,3,3,3,3,7,6,80.0,40.0,160.0,87.5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Disabled,NECO,4,3,5,3,6,5,71.4286,28.5714,100.0,85.7143
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,Disabled,WAEC,6,5,7,6,5,4,77.7778,36.3636,54.5455,83.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,ALL,NABTEB,65,55,84,69,62,54,76.9231,36.0,60.0,88.0
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,ALL,NECO,132,101,170,139,122,107,68.8679,35.9684,58.8933,86.5772
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,ALL,WAEC,162,134,199,165,148,135,74.2308,36.4865,60.8108,91.1111
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Disabled,NABTEB,6,5,7,6,6,5,77.7778,36.3636,63.6364,85.7143
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Disabled,NECO,12,10,15,12,5,4,70.0,36.3636,27.2727,83.3333
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Disabled,WAEC,14,12,18,15,9,8,73.913,37.037,40.7407,90.9091
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,ALL,NABTEB,58,50,80,66,80,72,77.4194,36.4407,82.2034,89.6907
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,ALL,NECO,110,84,137,113,128,120,68.75,36.2745,76.4706,92.9487
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,ALL,WAEC,139,114,177,145,178,173,74.3243,36.1217,82.5095,96.3134
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Disabled,NABTEB,6,5,7,6,7,6,77.7778,36.3636,72.7273,87.5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Disabled,NECO,10,8,14,12,11,10,68.75,38.0952,61.9048,92.3077
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Disabled,WAEC,13,11,18,15,10,9,76.1905,37.037,44.4444,91.6667
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,ALL,NABTEB,78,66,95,80,61,54,76.8,36.8794,52.4823,89.1892
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,ALL,NECO,137,104,156,128,93,83,68.4932,36.3636,48.9177,89.3805
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,ALL,WAEC,172,142,199,164,115,107,74.2754,36.1486,47.2973,92.1429
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Disabled,NABTEB,6,5,7,6,6,5,77.7778,36.3636,63.6364,85.7143
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Disabled,NECO,9,7,11,9,5,4,71.4286,37.5,37.5,83.3333
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Disabled,WAEC,12,10,14,12,5,4,73.6842,38.0952,28.5714,83.3333
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,ALL,NABTEB,59,51,77,64,71,62,76.8421,36.8421,75.4386,87.2093
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,ALL,NECO,101,77,121,99,95,85,69.1358,36.3128,64.8045,88.7931
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,ALL,WAEC,123,101,150,122,121,116,74.1117,36.036,66.2162,95.9184
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Disabled,NABTEB,4,3,5,5,7,6,83.3333,37.5,100.0,87.5
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Disabled,NECO,7,6,8,6,6,5,72.7273,33.3333,58.3333,85.7143
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Disabled,WAEC,8,6,10,8,5,4,69.2308,33.3333,40.0,83.3333
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Female,ALL,NABTEB,46,39,56,46,35,35,77.027,36.1446,51.8072,97.6744
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Female,ALL,NECO,89,68,113,92,71,69,69.0141,35.7143,51.7857,96.5517
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Female,ALL,WAEC,114,94,147,119,97,92,74.3169,35.7798,54.1284,94.9153
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Female,Disabled,NABTEB,4,4,5,3,6,5,85.7143,28.5714,100.0,85.7143
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Female,Disabled,NECO,6,4,7,5,5,4,66.6667,30.0,60.0,83.3333
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Female,Disabled,WAEC,8,7,10,8,5,4,76.9231,33.3333,40.0,83.3333
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Male,ALL,NABTEB,39,33,46,37,30,29,76.1905,35.2941,52.9412,97.2222
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Male,ALL,NECO,70,53,88,72,80,68,68.75,36.1538,74.6154,84.5361
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Male,ALL,WAEC,91,75,108,89,93,87,73.9726,36.0248,70.1863,92.9204
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Male,Disabled,NABTEB,3,3,3,3,0,0,80.0,40.0,0.0,0
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Male,Disabled,NECO,4,3,5,3,6,5,71.4286,28.5714,100.0,85.7143
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Male,Disabled,WAEC,6,5,7,6,5,4,77.7778,36.3636,54.5455,83.3333
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Female,ALL,NABTEB,39,33,46,37,26,26,77.4194,35.2941,47.0588,96.875
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Female,ALL,NECO,74,57,88,72,51,46,68.9076,36.1538,47.6923,90.3226
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Female,ALL,WAEC,77,64,90,73,52,49,74.1935,35.8209,47.0149,93.6508
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Female,Disabled,NABTEB,4,4,5,3,6,5,85.7143,28.5714,100.0,85.7143
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Female,Disabled,NECO,7,5,9,8,5,4,63.6364,38.4615,46.1538,83.3333
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Female,Disabled,WAEC,7,6,8,6,5,4,72.7273,33.3333,50.0,83.3333
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Male,ALL,NABTEB,27,24,32,26,30,29,77.2727,36.1702,76.5957,97.2222
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Male,ALL,NECO,48,37,60,49,48,43,68.8312,35.9551,65.1685,89.6552
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Male,ALL,WAEC,58,48,69,55,57,54,74.1935,35.2941,68.6275,94.2857
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Male,Disabled,NABTEB,3,3,3,3,7,6,80.0,40.0,160.0,87.5
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Male,Disabled,NECO,4,3,5,3,6,5,71.4286,28.5714,100.0,85.7143
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Male,Disabled,WAEC,6,5,7,6,5,4,77.7778,36.3636,54.5455,83.3333
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Female,ALL,NABTEB,62,53,82,67,52,46,77.0,36.3636,52.0661,88.8889
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Female,ALL,NECO,113,86,154,125,108,99,68.5083,35.9649,57.8947,90.9091
