session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,ALL,NABTEB,25,20,32,28,22,22,72.7273,38.4615,57.6923,96.6667
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,ALL,NECO,55,40,66,55,49,49,65.9794,37.037,61.1111,98.4848
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,ALL,WAEC,76,60,91,78,60,55,70.3704,37.5839,53.6913,92.5
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Disabled,NABTEB,2,2,2,3,4,3,75.0,50.0,125.0,80.0
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Disabled,NECO,4,3,5,6,3,2,71.4286,44.4444,44.4444,75.0
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Disabled,WAEC,6,4,6,6,3,2,70.0,40.0,40.0,75.0
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,ALL,NABTEB,26,21,29,26,19,19,73.913,39.5833,54.1667,96.1538
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,ALL,NECO,52,38,60,53,51,43,65.2174,38.3838,69.697,84.058
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,ALL,WAEC,68,54,82,69,63,56,71.0744,37.037,62.2222,89.2857
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Disabled,NABTEB,2,2,2,3,0,0,75.0,50.0,0.0,0
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Disabled,NECO,5,3,5,6,4,3,62.5,44.4444,55.5556,80.0
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Disabled,WAEC,6,4,7,6,3,2,70.0,36.3636,36.3636,75.0
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,ALL,NABTEB,20,16,23,19,17,16,71.4286,37.8378,62.1622,95.6522
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,ALL,NECO,38,28,48,40,29,28,66.1765,37.1795,50.0,97.4359
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,ALL,WAEC,50,40,62,53,38,37,71.5909,37.6238,50.495,98.0392
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Disabled,NABTEB,2,2,2,3,4,3,75.0,50.0,125.0,80.0
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Disabled,NECO,3,3,4,3,3,2,66.6667,28.5714,57.1429,75.0
