session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,NABTEB,68,58,87,75,64,57,76.2376,38.1356,61.0169,87.5
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,NECO,127,97,164,143,109,101,68.617,38.565,54.7085,91.8033
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,WAEC,164,136,199,173,138,126,74.3802,38.3764,56.8266,90.9091
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,NABTEB,4,4,5,5,6,5,83.3333,42.8571,100.0,85.7143
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,NECO,7,5,10,8,5,4,63.6364,38.4615,46.1538,83.3333
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,WAEC,9,8,11,10,5,4,71.4286,40.0,40.0,83.3333
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,NABTEB,55,47,67,60,52,44,76.8293,39.5604,63.7363,84.4828
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,NECO,117,90,156,137,123,115,68.7861,38.4977,64.7887,92.7536
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,WAEC,143,118,189,165,157,148,74.0566,38.5214,68.4825,93.75
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,NABTEB,3,3,4,5,8,7,80.0,50.0,150.0,88.8889
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,NECO,6,5,9,7,6,5,66.6667,33.3333,58.3333,85.7143
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,WAEC,8,7,10,8,5,4,75.0,35.7143,42.8571,83.3333
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,NABTEB,45,38,54,48,36,35,77.2727,39.1892,54.0541,97.5
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,NECO,76,58,90,80,63,58,68.1416,39.0244,56.9106,92.8571
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,WAEC,112,93,143,123,102,95,74.0964,37.9487,58.4615,92.9825
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,NABTEB,4,4,5,5,6,5,83.3333,42.8571,100.0,85.7143
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,NECO,7,5,8,8,5,4,63.6364,45.4545,54.5455,83.3333
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,WAEC,9,8,11,10,5,4,71.4286,40.0,40.0,83.3333
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,NABTEB,53,45,63,55,41,40,76.9231,38.3721,53.4884,97.8261
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,NECO,94,72,120,103,88,76,69.0647,38.0368,60.1227,86.7347
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,WAEC,114,94,139,122,118,113,73.9645,38.4211,69.4737,95.4545
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,NABTEB,5,4,6,5,8,7,71.4286,37.5,112.5,88.8889
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,NECO,7,6,9,7,6,5,72.7273,33.3333,58.3333,85.7143
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,WAEC,10,8,14,12,5,4,73.3333,36.8421,31.5789,83.3333
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,NABTEB,49,42,65,57,36,30,77.7778,38.6364,45.4545,82.5
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,NECO,99,76,115,102,86,75,68.7075,38.8535,61.1465,86.4583
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,WAEC,129,107,153,133,109,103,74.3455,38.2775,58.3732,93.4426
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,NABTEB,4,4,5,5,0,0,83.3333,42.8571,0.0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,NECO,6,5,8,8,5,4,66.6667,45.4545,54.5455,83.3333
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,WAEC,9,8,11,10,5,4,71.4286,40.0,40.0,83.3333
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,ALL,NABTEB,48,41,56,50,30,30,76.0563,39.4737,44.7368,97.0588
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,ALL,NECO,112,86,132,115,97,86,68.6747,38.3333,60.0,88.8889
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,ALL,WAEC,155,127,181,158,125,113,73.7991,38.6179,56.9106,90.0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,Disabled,NABTEB,3,3,4,5,0,0,80.0,50.0,0.0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,Disabled,NECO,7,6,9,7,6,5,72.7273,33.3333,58.3333,85.7143
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,Disabled,WAEC,10,8,12,10,5,4,73.3333,37.5,37.5,83.3333
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Female,ALL,NABTEB,26,23,35,32,27,26,76.9231,39.5833,62.5,96.6667
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Female,ALL,NECO,50,38,68,58,47,42,68.9189,37.6344,55.914,90.3846
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Female,ALL,WAEC,57,47,74,65,57,55,74.1176,38.6139,63.3663,95.3125
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Female,Disabled,NABTEB,4,4,5,5,6,5,83.3333,42.8571,100.0,85.7143
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Female,Disabled,NECO,4,3,7,5,5,4,66.6667,33.3333,66.6667,83.3333
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Female,Disabled,WAEC,4,3,6,5,5,4,66.6667,37.5,75.0,83.3333
